model,task,scenario,fold_idx,train_rows,val_rows,block_rows,block_start,block_end,used_gpu,best_iteration,best_score,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
catboost,jump,raw_decay__single__supply_shock_and_availability_risk,1,408,102,63,2024-04-12,2025-08-06,False,8,0.6137696049776917,0.6984126984126984,0.7692307692307693,0.75,0.759493670886076,0.6349206349206349,0.6190476190476191,0.7054347826086956,0.7717620718692889
catboost,jump,raw_decay__single__supply_shock_and_availability_risk,2,458,115,40,2025-08-07,2025-12-12,False,23,0.6094039430802717,0.8,0.0,0.0,0.0,0.1,0.1,0.5555555555555556,0.12866930171277996
