model,task,scenario,fold_idx,train_rows,val_rows,block_rows,block_start,block_end,used_gpu,best_iteration,best_score,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
catboost,jump,imputed_locf5_decay__single__inventory_spr_and_refinery,1,408,102,63,2024-04-12,2025-08-06,False,8,0.6208989632982813,0.7142857142857143,0.775,0.775,0.775,0.6349206349206349,0.6349206349206349,0.6782608695652174,0.7851088769248279
catboost,jump,imputed_locf5_decay__single__inventory_spr_and_refinery,2,458,115,40,2025-08-07,2025-12-12,False,7,0.6161332693361324,0.8,0.0,0.0,0.0,0.1,0.1,0.48263888888888895,0.11666606446018213
