date,z_Supply Shock and availability risk,z_Transport logistics and chokepoints,z_Demand and macro economy,z_Inventory SPR and refinery,z_OPEC producer policy,z_Geopolitical Normalisation and Peace
26-02-2017,-0.119132135,0.208170147,0,-0.407687922,0.150893902,0.669436493
27-02-2017,-0.015222245,-0.14783746,0,-0.066526141,-0.002731112,0
28-02-2017,-0.069426409,0,0,-0.688635939,0.047005196,-0.344756858
01-03-2017,0.021784986,-0.677042335,0,-0.358429686,0.552892932,0
02-03-2017,-0.390772969,-0.405790616,0,-0.659342857,0.385986637,-0.096548951
03-03-2017,0.243267566,0.723266451,0.655811554,-0.046402372,-0.045719346,0.698309814
04-03-2017,-0.278954495,0.366481704,0,-0.626660468,-0.490206112,0.44959829
05-03-2017,0.355297431,0.177339024,0.246937553,0.318518082,0.225407068,0.478826741
06-03-2017,-0.486406193,-0.354161116,-0.654514265,-0.644502409,0.091986787,0.645498055
07-03-2017,-0.163442917,0.238111892,-0.196783292,-0.464513129,-0.041506811,-0.117423156
08-03-2017,-0.503331431,0.039134849,-0.332984443,-0.759252798,-0.100534464,-0.596268626
09-03-2017,-0.276907159,0,-0.331713983,-0.613578718,0.088453137,0
10-03-2017,-0.550794251,0.097038098,-0.354734913,-0.572904747,-0.073143068,0.311617521
11-03-2017,-0.506956122,0.003131114,-0.449611101,-0.525163213,-0.05990199,-0.001454763
12-03-2017,0.125936702,0.277099559,-0.010848623,-0.260784081,0.264448968,-0.022403202
13-03-2017,-0.481003382,-0.015417881,-0.441867086,-0.596854328,-0.1288656,-0.117548844
14-03-2017,-0.270717379,0.464950965,-0.015706335,-0.516276869,0.105010695,-0.0670437
15-03-2017,-0.021402953,-0.095262959,-0.137641984,0.18162987,0.069449412,0.40858884
16-03-2017,-0.049498336,-0.14223934,-0.049148178,-0.181933139,-0.173782203,0.399147965
17-03-2017,-0.122262208,-0.569092945,0.122736895,-0.23023659,-0.18561082,0
18-03-2017,-0.006204014,0.01314914,-0.04312161,-0.191655318,0.090951408,0.193492253
19-03-2017,-0.336656818,-0.270552011,-0.173354289,-0.139449504,0.01725209,0.268839084
20-03-2017,-0.60433593,-0.051906215,0,-0.458600294,-0.331212192,0
21-03-2017,-0.342008452,0.558655093,0,-0.557028086,0.158176617,0
22-03-2017,-0.775396436,-0.062762386,-0.198599956,-0.815869216,-0.293721749,0.138544641
23-03-2017,-0.176791642,0.232020574,0.154605038,-0.286133302,-0.135118288,0.501691385
24-03-2017,0.030367047,0,0,-0.148227078,0.040509797,-0.325479137
25-03-2017,-0.073589093,-0.506709776,0.211345426,-0.195048501,0.494859893,0.035581939
26-03-2017,0.209713167,-0.430701953,0,-0.687725274,0.351808955,0.02007703
27-03-2017,-0.406917708,-0.199187452,0,-0.660780347,-0.127419375,0.069943665
28-03-2017,0.483234962,-0.277765658,0.020716492,-0.247580552,0.490033981,0.702598542
29-03-2017,0.42223064,0.517043878,0,0.123584043,0.537190167,0.500314254
30-03-2017,0.297844616,0.189395525,0.44897699,0.094064437,0.413298869,-0.540742075
31-03-2017,-0.092261463,0.001149161,0.116013621,-0.049964972,0.502246324,-0.164717685
01-04-2017,-0.118735452,0.33538869,0.092285858,-0.042236792,0.504075578,-0.018446388
02-04-2017,-0.028648089,0,0.108698533,0.452036185,0.596045588,0.415605492
03-04-2017,-0.355154281,0,0.479012774,-0.479881641,0.394167945,-0.243269822
04-04-2017,-0.164787144,-0.290706795,0.563685723,0.064686862,0.449575092,-0.315773529
05-04-2017,-0.048318218,-0.37956084,0.053749803,0.119247056,0.225189067,0.029001618
06-04-2017,-0.150516755,-0.326617035,-0.028938212,0.098603759,0.210245355,-0.012200701
07-04-2017,0.311201556,0.396834204,0,-0.242260295,-0.171793764,0.627190322
08-04-2017,0.493601539,0.016812918,0.464468045,0.094033924,0.376821523,0.741524963
09-04-2017,0.009057596,0.282506934,0.135137642,-0.279305911,0.005977458,0.385074528
10-04-2017,0.523691112,0.326003258,0.704210874,0.188116177,0.155909253,0.783496368
11-04-2017,0.489514028,0,0,-0.22592534,0.76837444,0.211711482
12-04-2017,0.638512064,0.268040937,0,-0.152975873,0.776768495,0.55935147
13-04-2017,-0.444095037,0.072892768,-0.403018367,-0.708727922,0.211524261,0.121957911
14-04-2017,-0.128511623,0.537904053,0.052347941,-0.411280124,-0.09658828,0.196350134
15-04-2017,-0.145341791,0.609940121,0.001029504,-0.419901206,-0.108175795,-0.231800056
16-04-2017,0.36715656,0.432521644,0.44734358,0.054531814,0.197144429,0.115341924
17-04-2017,-0.628655863,0.128398056,-0.104314962,-0.756746666,0.575595062,-0.278446776
18-04-2017,-0.121183427,0.37106836,-0.018471905,-0.495876019,0.355986275,0.28916626
19-04-2017,-0.455823391,-0.387569058,-0.53513588,-0.699714253,0.219645126,-0.500577005
20-04-2017,0.154005678,-0.115512852,0.031471174,-0.287617232,0.490460603,0.013847854
21-04-2017,-0.1689076,0,-0.504358645,-0.401363057,0.169211871,0
22-04-2017,-0.180468573,0.212008267,-0.307328656,-0.130256337,-0.114550684,0.215533627
23-04-2017,-0.364303466,-0.225204905,0.013767081,-0.223794395,-0.30903352,-0.33261744
24-04-2017,-0.022501128,0.27352053,0.429291411,-0.385342935,0.174323706,0.296449161
25-04-2017,-0.154534213,-0.152031328,0.15408844,-0.064354553,-0.211933848,0.628410867
26-04-2017,-0.133194895,-0.157859109,-0.204990982,-0.308926998,-0.224025391,0.102869067
27-04-2017,-0.336096295,-0.429020029,-0.001266193,-0.539976454,0.247615366,-0.151262962
28-04-2017,0.210701957,0.055553792,0.144267645,-0.090202393,0.617822296,0.16715357
29-04-2017,0.177689766,0.089661206,0.065054714,-0.074433275,0.420816491,0.461373379
30-04-2017,-0.071659514,-0.148957809,-0.055226643,-0.224313451,0.468103314,0.234119485
01-05-2017,-0.672113939,-0.669648771,-0.678876382,-0.492368032,0.042888588,-0.381675753
02-05-2017,-0.478210649,0.213403064,-0.431762334,-0.383289031,0.136149829,-0.105704472
03-05-2017,-0.123485831,0.618936278,-0.261886121,0.071759874,-0.27791798,0.086759723
04-05-2017,-0.701313908,0.111233311,-0.378762758,-0.650634537,-0.430035075,0
05-05-2017,-0.089193124,-0.025798116,-0.70114084,-0.506181401,-0.183098537,0.471572247
06-05-2017,-0.120382217,0.268057306,-0.034321757,-0.451637839,0.075066273,0
07-05-2017,-0.039183472,0.085570273,0.330896242,-0.082747769,0.079723269,-0.346823804
08-05-2017,0.182496062,0,0,-0.310357967,0.432132086,0.142404396
09-05-2017,-0.15715243,0,-0.101492178,-0.06090485,-0.001144695,0.058012375
10-05-2017,-0.108918846,0,-0.140485986,-0.193237824,-0.170373672,-0.429958715
11-05-2017,0.156096516,0,0,0.109761401,0.212945588,0.741762315
12-05-2017,0.061802276,0.664000655,0,0.065225103,0.279898983,0.660283503
13-05-2017,0.204313345,0.0374101,-0.025551612,0.128212527,0.173959122,0.131571656
14-05-2017,-0.014445632,0.219763186,-0.057412349,-0.140692971,0.108356899,0.078525337
15-05-2017,0.635551066,0,0,0.325909162,0.660444711,0.620488595
16-05-2017,0.357708188,0,0,-0.341108903,0.440287178,0.130870319
17-05-2017,-0.132894962,0.009742742,0,-0.191357087,0.115871099,0.285228148
18-05-2017,0.109976636,0.250049833,-0.129226469,-0.377041858,0.14000867,0.243608586
19-05-2017,0.21067818,-0.2474395,0.556956138,-0.313025395,0.500800882,0.383241386
20-05-2017,0.083625635,-0.367837987,0.281697266,-0.068217206,0.206498737,0.23613018
21-05-2017,0.057136202,0.254544668,0.036100445,-0.163881931,0.12696655,-0.070219845
22-05-2017,0.38687867,0,0.690568081,0.234741184,0.347801487,0.436847426
23-05-2017,-0.068040116,-0.232115521,0.036112907,-0.391273523,0.190970689,0.257958095
24-05-2017,-0.092156795,-0.333813419,0,-0.243384939,0.127903192,0.130987391
25-05-2017,-0.253316636,0,0,-0.195061898,-0.1513167,0.332752463
26-05-2017,-0.441856706,0,0,-0.316223823,-0.293054484,0.705517336
27-05-2017,0.401504059,0.230209717,0.319731408,-0.13970026,0.251081976,0.198986334
28-05-2017,-0.041633228,0.151458952,-0.346520229,-0.445922108,-0.017295683,-0.018418101
29-05-2017,-0.4171164,0.467071266,0,0.23295699,-0.248188322,-0.085710842
30-05-2017,-0.505402973,0,-0.100007571,-0.414997423,-0.288213805,0.409731262
31-05-2017,-0.668868637,0,0,-0.541814893,-0.576783924,0.097681511
01-06-2017,0.04122999,0.564327331,0.132016405,0.038280668,0.198697949,0.154379107
02-06-2017,-0.432585983,0.712368674,-0.490409557,-0.584860292,-0.2126745,-0.058443948
03-06-2017,-0.319496916,0.209571484,-0.184642076,-0.266738325,0.130020975,0.181962587
04-06-2017,0.164377127,0.356787695,0.307551257,-0.16305791,0.4266015,0.53958148
05-06-2017,0.084695467,0.528266444,0,-0.582032265,-0.236621043,-0.036384131
06-06-2017,-0.653620603,0.181785872,0,0.068847512,-0.643842138,0.762136603
07-06-2017,-0.720810383,0.218491656,0,-0.841968137,-0.07399329,0.357141291
08-06-2017,-0.491423024,-0.196389578,-0.289284046,-0.621701975,-0.138197922,0.487167094
09-06-2017,-0.438589899,0.050830888,0,-0.64789776,-0.388716018,-0.1576443
10-06-2017,-0.351941875,0.397074395,0.00761154,-0.230032849,-0.018703002,0.317865083
11-06-2017,-0.226556932,0.011571412,-0.168184129,-0.236044708,0.223276134,0.191659678
12-06-2017,-0.284303871,0.318814367,-0.093003137,-0.0160875,-0.400633848,0.310778908
13-06-2017,0.025901273,0.283752365,-0.052264963,-0.018328148,0.200950466,-0.293927294
14-06-2017,-0.205797368,0.380680425,-0.356563717,-0.301700448,-0.395758509,-0.549463486
15-06-2017,-0.551841225,0.120583921,-0.113305079,-0.465331021,-0.762592778,0
16-06-2017,-0.42618207,-0.050133355,0.015708843,-0.333793082,-0.260583098,-0.18836715
17-06-2017,-0.174641178,0.589021965,-0.134856723,-0.318820222,-0.290487857,0.500422332
18-06-2017,-0.21087225,-0.055795649,-0.139530858,-0.425536636,-0.164441927,0.097581921
19-06-2017,-0.814827909,0,-0.877257543,-0.530556708,-0.467735043,-0.283615014
20-06-2017,-0.806959432,-0.118800084,-0.426451239,-0.707122669,0.43056528,0
21-06-2017,-0.559341771,-0.434601105,-0.429268515,-0.471721988,-0.791129664,0.638814582
22-06-2017,-0.538928158,-0.143078791,-0.143090194,-0.070913822,-0.416101901,0.021371192
23-06-2017,0.006164171,0,0.112219977,0.12875367,0.07882112,-0.729987843
24-06-2017,-0.308718928,0.419164277,-0.15341068,-0.281301334,0.012189846,0.063984314
25-06-2017,-0.389045057,-0.260433592,-0.681777249,-0.384096519,-0.02723249,0.115798568
26-06-2017,0.307285279,0.04634015,0.295270678,0.180757167,0,0
27-06-2017,0.007670426,-0.257156992,0.201596882,-0.032109453,-0.088722369,-0.012753071
28-06-2017,-0.254329895,0.218176882,-0.355840088,-0.515432329,-0.113924065,0
29-06-2017,0.15919249,0.379977524,0.199360392,0.275808887,-0.334767702,0.683829781
30-06-2017,0.04615963,0.093680403,0.514673923,0.483540175,-0.366092922,0
01-07-2017,0.016263812,0.246933781,0.1200451,-0.046782561,-0.242560885,0.202888779
02-07-2017,-0.402556094,0.129710808,-0.048449054,-0.231688644,-0.403368012,-0.448853339
03-07-2017,0.382964422,0.490553702,0.284497665,0.138084829,-0.105288579,0.388541615
04-07-2017,0.018114922,-0.358480394,-0.284255987,-0.181217103,-0.515793878,0
05-07-2017,-0.425684818,0.213818598,-0.105803125,0.27587962,-0.6024323,-0.300459887
06-07-2017,0.44336567,-0.226752574,0.074171633,0.565189831,0.129762126,0
07-07-2017,-0.597301928,0.220816159,0.050646248,-0.484812779,-0.254544286,0.105547448
08-07-2017,-0.552246504,0.136254876,-0.278044248,-0.720386984,-0.506986138,0.425455734
09-07-2017,-0.012003217,0.380580293,0.163797425,0.023292639,-0.291070769,0.21155504
10-07-2017,-0.212524523,0.462192943,0.201102756,-0.212713687,-0.010289548,-0.042988895
11-07-2017,0.105447916,0,0.382705355,0.168219098,-0.124888639,0.495637459
12-07-2017,0.219189369,0.725039466,0.066663976,0.189347682,0.425456364,0.504296208
13-07-2017,0.046073288,0.138643731,0.343745532,0.311059614,-0.236315313,0
14-07-2017,0.118149185,0.54162332,0.443854485,-0.316839255,-0.03127798,0.279656655
15-07-2017,0.032669757,0.016332318,-0.167975573,-0.334469815,0.205784955,0.17217725
16-07-2017,0.031628373,-0.275890981,-0.239490393,-0.305439476,0.342844112,-0.153415555
17-07-2017,0.522604988,0.282538773,0.669042396,-0.130292097,-0.058084139,0.314878962
18-07-2017,0.449535544,0.257456537,0.39018871,-0.147952482,0.429022523,0.807259535
19-07-2017,-0.025860897,0,0.261166497,-0.136186717,-0.006062215,0.008525344
20-07-2017,0.080426339,-0.273477436,0.215247574,-0.030498724,-0.065719139,0.505473992
21-07-2017,-0.493705794,-0.079292418,0.04650213,-0.436922706,-0.027570912,-0.200744208
22-07-2017,-0.057130455,0.430744322,-0.332960994,-0.488769321,0.19855122,0.414768276
23-07-2017,0.173107537,-0.07363661,-0.364159452,0.138228959,0.309669386,0.57800187
24-07-2017,0.032459899,-0.540305562,0,0,0.026071666,-0.43072915
25-07-2017,0.410076544,0,0.072195036,0.072302602,0.346689944,0.077737304
26-07-2017,0.329145473,-0.103821323,0.164985399,0.300354353,0.312655033,0.623747429
27-07-2017,0.054428947,0.367551268,-0.025977593,-0.022670876,0.069424431,0.100580793
28-07-2017,0.148818619,-0.10460537,0.396776512,0.279446263,0.427207205,0.336281611
29-07-2017,0.037376362,-0.223040126,-0.042597926,0.022743396,0.559228418,0.498591681
30-07-2017,-0.157492224,0.576827184,-0.062346203,-0.055224293,-0.178753877,0.329639697
31-07-2017,0.144825961,-0.668118067,0.445210315,-0.228358611,0.048028767,0
01-08-2017,-0.21224921,0.272178757,0.649161623,-0.109576449,-0.079810349,-0.023469846
02-08-2017,-0.558499444,0.766357273,0.317528238,-0.67115375,-0.339493552,0.409282134
03-08-2017,-0.228420255,-0.063683953,0.290599148,-0.293659378,-0.343274874,0.471712209
04-08-2017,-0.229818855,0.283173185,0.472204335,-0.043809925,-0.098749909,0.188302075
05-08-2017,0.186526917,0.019898816,0.405132451,0.133499299,0.371668237,0.488126377
06-08-2017,0.049773441,0.102661312,0.446043888,0.078267349,-0.128391108,0.555255125
07-08-2017,-0.663932527,0.163264629,0.119722143,-0.236614923,-0.468816661,-0.36631288
08-08-2017,-0.257267428,0.140471386,0.130278257,-0.385212071,-0.028699278,-0.208851453
09-08-2017,-0.555710205,0.173621919,0,-0.135167144,-0.530280853,0.068913076
10-08-2017,-0.163253067,0.172747887,0.722195267,-0.005720523,0.331064048,-0.026628669
11-08-2017,-0.30976672,0.273111031,0.187420226,-0.29402835,-0.099591795,0.144488035
12-08-2017,-0.28113552,0.292454856,0.239936316,0,-0.317911959,0.152724959
13-08-2017,0.26626249,-0.055365027,-0.017115981,-0.208940792,0.16617369,0.222549954
14-08-2017,-0.644807928,-0.344253254,-0.290123371,-0.55937462,-0.625886558,-0.554111556
15-08-2017,-0.066222199,0.191465011,-0.404758328,0.018092277,0.206625697,0.297712724
16-08-2017,-0.115425065,0.106780488,0.186120276,-0.205562493,0.028508612,0.188532461
17-08-2017,0.142479507,0.505808397,-0.047763017,-0.171108738,0,0
18-08-2017,-0.273408916,0.655290297,0.078220701,-0.197519233,0.274308,0.469310377
19-08-2017,-0.25286335,-0.396435172,0.037107646,-0.124954755,0.409750103,0.093791379
20-08-2017,0,-0.170495629,0,-0.290879039,0.355643252,-0.492729797
21-08-2017,-0.309610869,-0.340561616,0.113328035,0.000481196,-0.12574938,-0.438686942
22-08-2017,0.092229805,0.16251664,0.314732634,0.234581149,0.200681759,0.310011912
23-08-2017,-0.02563406,0.020131116,-0.110369407,0.026899064,-0.284013802,0.48637251
24-08-2017,-0.29026163,-0.125943822,-0.254561972,-0.208566453,0.202409482,0.381748279
25-08-2017,0.419063793,0.391018685,0,0.05513703,0.287930408,0.721320989
26-08-2017,0,0.398578634,0,0,0,0.1821471
27-08-2017,0.364123804,0.505055195,0,0.146374502,-0.396859762,-0.223936902
28-08-2017,0.239599815,0.384219838,0,0.325632229,0.101142246,0.867109758
29-08-2017,0.425121129,0.307075255,0.112202894,0.362936031,0.774201471,0
30-08-2017,-0.024996502,0.317381353,-0.021587733,-0.151998924,0.532896237,-0.098600738
31-08-2017,-0.253502298,0.373845195,0.113775757,-0.280119769,-0.563119772,0
01-09-2017,-0.371174201,-0.176240786,-0.02590679,-0.459110975,0.274370446,-0.261999813
02-09-2017,-0.127497485,-0.147055381,0.205432819,-0.226297527,-0.105918044,0.098071345
03-09-2017,-0.127497485,-0.147055381,0.205432819,-0.226297527,-0.105918044,0.098071345
04-09-2017,-0.127497485,-0.147055381,0.205432819,-0.226297527,-0.105918044,0.098071345
05-09-2017,-0.127497485,-0.147055381,0.205432819,-0.226297527,-0.105918044,0.098071345
06-09-2017,-0.127497485,-0.147055381,0.205432819,-0.226297527,-0.105918044,0.098071345
07-09-2017,-0.127497485,-0.147055381,0.205432819,-0.226297527,-0.105918044,0.098071345
08-09-2017,0,0,0,0,0,0
09-09-2017,-0.304689863,0.098089947,-0.26101407,0.084407536,0.2204634,0.392555557
10-09-2017,0.012896986,0.108413536,-0.156869909,-0.273893281,0.508951039,0.149030596
11-09-2017,0.211465897,0.010800968,0.222423098,-0.031329417,0.391380427,0.19115202
12-09-2017,0.231586318,0.35949506,-0.173669383,0.326251877,0.16043774,0.08436799
13-09-2017,0.255932507,0.056927632,0.505495932,-0.150312143,0.192848359,0.43644913
14-09-2017,0.336151542,-0.576262195,0.690318202,0.050967035,0.016615889,0.290042441
15-09-2017,-0.256542944,0.253397146,0.742748305,-0.405282046,0.468383673,-0.107157199
16-09-2017,0.005869766,-0.101702056,0.351138759,-0.336329874,0,-0.109635899
17-09-2017,0.005869766,-0.101702056,0.351138759,-0.336329874,0,-0.109635899
18-09-2017,-0.356620682,-0.412313054,0.494443259,-0.247863697,0.126728083,0.17374002
19-09-2017,0.327709357,-0.313698456,0.426548247,0.370750963,0.43707835,0.205804744
20-09-2017,0.423607419,-0.199610172,0.620098866,0.265611496,0.737463638,0.746063908
21-09-2017,-0.219653038,0,0.433157999,-0.356806833,-0.024001011,-0.014624477
22-09-2017,-0.105592089,-0.466832667,0,-0.240305265,0.049149148,-0.209859112
23-09-2017,0.042270161,0,0,-0.48757908,0.273653765,0.5737086
24-09-2017,0.121241823,0.562136093,0,-0.121087866,0.200667406,0.316022182
25-09-2017,0.249249639,-0.265936514,0.090554021,-0.251017087,0.36401852,0.03272184
26-09-2017,0.018929311,-0.302187283,0.263799655,-0.184115933,0.246482435,0.138442093
27-09-2017,-0.059542175,0.06096385,0.197573075,0.046729767,-0.149941918,0.34227404
28-09-2017,-0.094545568,-0.077013775,0.05805604,-0.116870502,0.296723231,0.561838475
29-09-2017,-0.536010097,0.133489245,0.218992732,-0.353384435,0.230136959,-0.049446879
30-09-2017,-0.653363014,-0.422144481,-0.058927494,-0.22456789,-0.352955606,0
01-10-2017,0.013488026,0.151319606,0.042081614,-0.135600147,-0.013425841,-0.19593633
02-10-2017,-0.579536339,0.222169055,-0.278930889,-0.320072972,-0.405291185,0.047819826
03-10-2017,-0.707791273,-0.440367041,-0.252850666,-0.416709106,-0.290916022,0.149058836
04-10-2017,-0.234041222,0.420464371,-0.179419843,-0.253020846,0.208451747,0.392926233
05-10-2017,-0.070802807,-0.084356104,0.128330397,-0.268804756,0.305002881,0.535650314
06-10-2017,-0.49043192,-0.384992547,0.024060115,-0.531965446,0.174519376,0.63766812
07-10-2017,-0.452618766,0.34136065,-0.044605961,-0.558165921,0.569647456,0.384026803
08-10-2017,0.037590911,0.313229622,0.21381435,-0.085467815,0.394359615,0.648246274
09-10-2017,-0.204924066,-0.164101722,0.383184169,-0.058430013,0.012824598,0.548836881
10-10-2017,0.05956414,0.082435651,0.32619822,0.232063523,0.177170745,0.37197823
11-10-2017,0.311758245,0.535490184,0.678498577,0.222495285,0.335001317,0.51946309
12-10-2017,-0.52816079,-0.124146495,0.187308201,-0.587519839,-0.451079286,0.293949508
13-10-2017,0.076545411,-0.249408498,0.146829389,-0.309550617,-0.40271165,0.239067813
14-10-2017,-0.001128034,-0.07908526,0.226560089,-0.270048285,-0.367887828,-0.006814038
15-10-2017,0.56100451,0.420713813,0.268145794,-0.164159962,0.354005368,0.240464586
16-10-2017,0.781898257,0.387166563,0.441739873,0.077745946,0.174318423,0.52116383
17-10-2017,0.44028682,-0.178711266,0,0.065735276,0.173338166,-0.020750285
18-10-2017,-0.009405411,-0.282459328,0.361257372,-0.301897878,0.374258282,0.050327972
19-10-2017,-0.248004075,-0.130874816,0.251583541,-0.382686465,-0.211741217,-0.603093398
20-10-2017,0.197145613,-0.196036306,0.460417327,0.084207495,-0.123967764,-0.231071595
21-10-2017,-0.687675226,-0.336389256,0.729154211,0,-0.7178207,0.290076499
22-10-2017,-0.266269807,-0.013300215,0.125935832,0.094631133,-0.126459454,-0.000640072
23-10-2017,0.149350472,0.091657091,0.497303017,0.062824192,0.215992202,0.684918455
24-10-2017,0.266113671,0.334421526,0.177130609,0.376451043,0.128264763,0.19916313
25-10-2017,-0.026742844,-0.138830489,0,-0.028721758,0.005371317,-0.364516676
26-10-2017,-0.026742844,-0.138830489,0,-0.028721758,0.005371317,-0.364516676
27-10-2017,0.186452906,0.270389897,0.409146575,-0.116494179,0.552955083,-0.065285831
28-10-2017,0.390292768,0.237648674,0.753355562,-0.397123654,0.74820687,-0.063275256
29-10-2017,-0.130592045,0.616976048,0.209529973,-0.214662755,0.466977062,0.092203366
30-10-2017,0.366945119,0.142238,0.488402193,0.253066873,0.45635075,0.585946166
31-10-2017,0.223860598,0.408964052,0.170010031,0.01961379,0.435602757,0.400653714
01-11-2017,0.229209121,0,0,-0.030582978,0.449159534,0
02-11-2017,0.122363052,-0.078835786,0.536267885,-0.062559566,0.303946451,0.224404877
03-11-2017,0.378176822,0.048445039,0.624607498,0.432211006,0.523540964,0.257783708
04-11-2017,0.287061255,0.323610005,0,0.061037718,0.405856542,0.329370927
05-11-2017,-0.100243647,0.25774947,0.336329175,0.014304823,0.028070412,-0.019235473
06-11-2017,0.560437968,-0.269767325,0.640516948,0.175013381,0.096194887,0.302393566
07-11-2017,0.265674887,0.086302373,0.50520888,0.077375677,0.33623086,-0.517791396
08-11-2017,-0.657419732,-0.187509427,0.424093361,-0.416215708,0.628938562,-0.461526148
09-11-2017,0.099775832,0.166304118,0.366513174,-0.299212543,0.4844634,0.138073215
10-11-2017,0.101878225,-0.154334547,0.100200012,0.027464238,0.257372077,-0.007706493
11-11-2017,0.018523791,0.276018907,0.191686237,0,0.333007832,0.090548268
12-11-2017,0.098488024,0.321712585,0.272153987,-0.162030122,0.119826544,0.416648601
