date,z_Supply Shock and availability risk,z_Transport logistics and chokepoints,z_Demand and macro economy,z_Inventory SPR and refinery,z_OPEC producer policy,z_Geopolitical Normalisation and Peace
05-07-2018,-0.400911861,0.101132481,-0.187320048,-0.311156129,-0.616652889,-0.14818152
06-07-2018,-0.552396958,0.076619028,-0.33156551,-0.582986029,-0.346130883,0.001301849
07-07-2018,-0.449502623,-0.100662506,0.172917988,-0.434228742,-0.488872663,-0.285186625
08-07-2018,-0.069998338,0.130763056,0.295097217,-0.008718108,0.267380151,-0.150207067
09-07-2018,0.256512399,0.111113877,0.686985103,-0.035804009,0.628581219,-0.031613411
10-07-2018,0.467906567,0.211888071,0.190553406,0.182178249,0.633136852,0.171235584
11-07-2018,-0.544732643,-0.362625769,-0.666037495,-0.177117482,-0.720425158,-0.692943579
12-07-2018,-0.371908948,-0.036291599,-0.266418673,-0.203317288,-0.78130018,0.316356953
13-07-2018,-0.608680062,-0.482223946,-0.181423845,-0.467351639,-0.616314289,-0.149357253
14-07-2018,-0.189250732,0.164926171,0.28056549,-0.05115743,0.090400787,0.10572174
15-07-2018,-0.092951346,-0.210662863,0.214029242,-0.020352154,-0.586917073,-0.334187723
16-07-2018,-0.578431209,-0.36119072,-0.082056512,-0.575759632,-0.24066387,-0.717074082
17-07-2018,-0.398412314,0.234661373,-0.251556234,-0.630712297,-0.26221781,-0.038316998
18-07-2018,-0.366144276,-0.013225058,0.187523209,-0.343345753,0.008711481,-0.101387533
19-07-2018,-0.136008254,0.068734368,0.369633146,-0.503498447,0.15419307,0.405951199
20-07-2018,-0.162636353,-0.407793388,-0.2936597,-0.527272463,0.217849628,0.300848063
21-07-2018,-0.302066111,-0.203994001,0.022358613,-0.478296034,-0.01882183,0.115630309
22-07-2018,-0.007775149,-0.108670195,0.193959934,0.029509008,-0.145372603,0.140472078
23-07-2018,0.275341258,-0.113409255,-0.147055234,-0.407333902,-0.325254785,-0.276790795
24-07-2018,0.373714459,0.118958206,-0.009283394,0.095780065,-0.04842169,0.135043469
25-07-2018,0.102722347,0.541251126,0.217983939,0.07106294,-0.399313667,0.297885191
26-07-2018,0.556526109,0.561345843,0,-0.389766277,0.777261474,-0.025218621
27-07-2018,0.204690235,0.421894712,-0.179409887,-0.408797313,0.157030501,-0.321392717
28-07-2018,0.408950913,0.451202845,0.142092724,-0.075685094,-0.307611195,0.218659579
29-07-2018,0.40051587,0.595675861,0.348696634,-0.137124239,0,0.194452436
30-07-2018,0.087875881,0.068905621,0.233145671,0.411138531,-0.274664005,-0.464326458
31-07-2018,-0.190592252,0.096189757,0.036349069,-0.178711945,-0.52198993,0.304146086
01-08-2018,-0.751761824,0.247690835,-0.717049863,-0.837413867,-0.899825515,-0.60243556
02-08-2018,-0.386235344,0.09535283,-0.086657225,-0.411294447,-0.86396989,0.130188615
03-08-2018,-0.456424926,-0.234495121,-0.137856213,-0.228554505,-0.524592504,-0.355231915
04-08-2018,-0.790265282,-0.960394216,-0.460871795,-0.788274078,0.266450474,-0.765145915
05-08-2018,-0.464031634,-0.200670847,0.083989028,-0.336137755,-0.443019274,-0.47200789
06-08-2018,0.089238881,-0.211771428,0.422868915,-0.221796233,0.562139053,-0.390115173
07-08-2018,0.634193042,-0.407548103,0,-0.055436804,0.459439491,0.094806397
08-08-2018,0.059546555,0.416995587,-0.518425451,-0.019996554,0.175617515,-0.298021224
09-08-2018,-0.0068016,0.145551747,-0.184464853,-0.256240401,-0.149447315,0.269273733
10-08-2018,-0.267895031,0.138930526,-0.454239065,-0.437568544,-0.552768012,-0.458000291
11-08-2018,0.151994768,-0.074612691,0.057231837,0.089046105,0.625856553,-0.031241674
12-08-2018,0.161402573,-0.248797949,-0.184575348,0.346070777,-0.263426854,-0.083456711
13-08-2018,-0.189025514,-0.565278658,-0.699612906,-0.88549783,-0.068233333,-0.469193217
14-08-2018,0.292152285,0.104553806,-0.259476019,-0.430756469,0.362942266,0.033555216
15-08-2018,-0.528154313,-0.461531598,-0.325457452,-0.664304054,-0.093317038,0.009376558
16-08-2018,0.02983561,-0.566745501,0.250128839,-0.461079366,0.346927734,0.133580268
17-08-2018,-0.063106574,0.481576159,-0.294935357,-0.310656374,-0.025553908,0.437115522
18-08-2018,-0.057132357,-0.091388673,-0.226343596,-0.7610382,0,-0.047423677
19-08-2018,-0.104526998,0.200237195,0.00461421,-0.269505232,-0.115231012,0.225124619
20-08-2018,-0.211438344,0.062898503,-0.296012878,-0.688787313,-0.312795119,0.296955462
21-08-2018,0.275391561,0.126317071,0.019851043,-0.169180638,-0.403694161,0.582374954
22-08-2018,0.271549671,-0.489290017,-0.079407789,0.292684543,-0.615524524,-0.108753569
23-08-2018,0.11462087,-0.003551553,-0.304046695,-0.105239878,-0.272921474,0.214731681
24-08-2018,0.749209805,0.010209177,0.0976888,0.32667087,0.198813712,-0.386461436
25-08-2018,0.540826353,0.049952274,0.315831565,0.19772683,0.128005459,0.143326683
26-08-2018,0.144899414,0.054020827,-0.130179881,0.057374126,-0.227005072,-0.467251901
27-08-2018,-0.137006111,0.273756092,-0.176998977,0.162511795,0.033839901,-0.035220559
28-08-2018,0.601034089,0.344820931,0.493279281,0.124703288,0.173297974,0.222604689
29-08-2018,0.100899662,-0.080582657,0.350571037,0.267720885,-0.348997001,-0.231808109
30-08-2018,-0.052069141,0.225368075,-0.021696905,0.124101706,-0.613795864,-0.607975498
31-08-2018,-0.138390607,0.08410295,-0.094678814,0.181618161,-0.542025378,-0.195489755
01-09-2018,-0.482003169,0.291273637,0.015215926,-0.290812912,-0.393502606,0.104790074
02-09-2018,-0.054317389,0.166519287,0.020877942,-0.345226892,0.013608246,-0.16340057
03-09-2018,-0.268960812,-0.239306801,0.139755549,-0.261614244,-0.246463444,-0.497843836
04-09-2018,0.591368293,0.187302961,0.015036107,0.320884776,-0.63492486,0
05-09-2018,-0.441392378,-0.254691144,-0.302399442,-0.379469536,-0.129098186,-0.764855711
06-09-2018,-0.288796361,-0.160046518,-0.177784791,-0.28716963,0.267806459,-0.12239282
07-09-2018,-0.445708116,-0.538828294,-0.242133194,-0.477947251,-0.730661516,-0.726945428
08-09-2018,-0.250396485,0.120111732,0.201497569,-0.310771395,-0.682107989,0.073031285
09-09-2018,-0.286944996,0.358398654,-0.166517173,-0.548612645,-0.598879402,0.104706736
10-09-2018,0.545318841,0.256909052,0.170193891,-0.052624263,0.273258542,0.721994545
11-09-2018,0.438581871,0.071022166,0.489936351,-0.079064353,0.046861023,0.488136102
12-09-2018,0.197842929,0.348773638,0.392188264,0.088769308,0.033024626,0.509714339
13-09-2018,-0.030633112,-0.059094354,-0.209669752,-0.555053404,-0.677263955,0.417933111
14-09-2018,0.093443258,-0.147510792,0.182626688,0.176951133,0.594108892,-0.110883702
15-09-2018,0.007260591,0.172325847,0.318117659,-0.174609252,0.692018701,-0.552144804
16-09-2018,0.254610307,0.148032028,0.230295299,-0.606050207,0.480529777,-0.032029007
17-09-2018,0.426757809,0.26053068,-0.278422517,0.509739108,0.583958923,0.280792503
18-09-2018,0.302164951,0,-0.5120428,0.004796398,0.375022904,-0.052876585
19-09-2018,0.115709124,0,-0.300970395,-0.017324349,0.394782632,-0.252995975
20-09-2018,0.098739763,-0.035555071,0.050014378,0.222267419,-0.346991701,0.169290095
21-09-2018,-0.055834276,-0.639998158,0.162444384,0.322596546,-0.110347119,0.424831362
22-09-2018,-0.256539706,0.643494657,0.042295478,0.184922753,-0.33657263,-0.041632281
23-09-2018,-0.713658601,-0.387023217,-0.267340612,-0.552979646,-0.668489445,-0.206474538
24-09-2018,0.163624659,0,0.455923237,-0.234875935,0.288237099,0
25-09-2018,0.147483201,0.353855904,0.515726599,-0.264807489,0.239768266,0.434373168
26-09-2018,-0.065207502,0.123131757,0.129975021,-0.098879025,-0.076960856,-0.131037061
27-09-2018,0.112905652,-0.185670257,0.616871086,-0.158445639,-0.435229495,0.168042995
28-09-2018,0.108367763,-0.226075922,0.176711625,-0.143386046,-0.321234728,0.536003296
29-09-2018,-0.140565421,0.046478662,0.332670514,-0.299181185,-0.297283212,-0.076882243
30-09-2018,0.060505641,0.458825231,0.616853426,0.0354425,0.09754445,0.428864652
01-10-2018,0.174286628,-0.337520849,0.394214672,0.167301203,0.017929082,0.589983931
02-10-2018,0.281099924,0.142922912,0.485214981,-0.187737739,0.504481202,0
03-10-2018,0.126447043,0.558210993,0.394011853,-0.346281323,-0.260216877,0.072512296
04-10-2018,-0.309943928,0.184891545,0.150297944,-0.345935064,-0.362262642,-0.51494034
05-10-2018,0.373102224,0.140697734,-0.022627564,0.079386341,-0.11053114,0.20689576
06-10-2018,0.177878639,-0.418574031,0.117638535,0.061969946,0.035590661,0.286204087
07-10-2018,-0.054255669,0.015651932,0.204139776,-0.340840147,-0.08099924,0.33000624
08-10-2018,-0.451830714,-0.018170042,0.041966509,-0.182643751,-0.859817235,-0.753282715
09-10-2018,0.073882345,-0.187701586,0.254513292,0.0811439,-0.153493742,-0.297379505
10-10-2018,-0.435390473,-0.133819276,-0.262921216,-0.361533856,-0.707343633,-0.191085354
11-10-2018,-0.287319995,0.845358812,-0.36433085,-0.470061214,-0.468700628,0.318559384
12-10-2018,0.056724417,0.065142694,-0.024382703,-0.272009921,-0.109031034,-0.505588558
13-10-2018,-0.089072233,0.293300041,0.033426861,-0.071209414,0.185983453,-0.017445209
14-10-2018,0.007649568,0.625248826,-0.179577884,-0.291136796,-0.559253107,0.125274659
15-10-2018,0.432688317,0.395709122,0.115174604,0.010132664,0.257793175,-0.064884686
16-10-2018,0.10079883,-0.176909029,-0.041301275,-0.173748668,-0.170303815,0.113994821
17-10-2018,-0.188158299,0.208149788,0.106769851,-0.503989988,-0.044826657,0.245646503
18-10-2018,-0.413887806,0.129326952,-0.010252391,-0.415930394,-0.024211969,0.123428559
19-10-2018,-0.51821477,0.085882002,0.328552606,-0.133349771,-0.785231338,-0.13832615
20-10-2018,-0.455522376,0.181202637,0.045256401,-0.255492999,-0.595694709,0.426131416
21-10-2018,-0.409265468,0.420116864,-0.089570319,-0.361564797,-0.008429199,0.378431158
22-10-2018,0.145992812,0.164953648,0.168419278,-0.29612999,-0.169813228,0.259240575
23-10-2018,-0.621556613,-0.05646728,-0.006045712,-0.592812778,-0.453703945,-0.029266092
24-10-2018,-0.371354683,-0.190888721,-0.382441929,-0.2741462,-0.416746845,0.141225323
25-10-2018,-0.398792378,-0.041202061,-0.328631841,-0.79870697,-0.296930997,0.212713653
26-10-2018,-0.379965943,-0.05995182,-0.30327939,-0.734833507,-0.174771098,-0.337001074
27-10-2018,-0.174051294,-0.03212518,0.127044892,-0.631694664,-0.332359852,0.078377919
28-10-2018,-0.174850498,-0.137080836,-0.246915677,-0.432153718,-0.497285139,-0.263488988
29-10-2018,-0.558275244,-0.603560897,-0.584111359,-0.652893019,-0.041362786,-0.296073496
30-10-2018,-0.588922825,0.124243078,-0.541589885,-0.514322045,-0.332506642,-0.096287095
31-10-2018,-0.201824485,0.37584655,0.039960767,-0.327372444,0.50140471,0.175693648
01-11-2018,-0.524392069,0.390286307,0.049794577,-0.617673085,0.350711473,0.359566977
02-11-2018,-0.603401364,0.004631595,-0.259827066,-0.629470727,-0.122823871,-0.090195076
03-11-2018,-0.213048456,0.030318885,-0.229444326,-0.677767634,0,-0.06084473
04-11-2018,-0.113261297,0.242283528,0.182166937,0.597447474,-0.670145989,-0.033668616
05-11-2018,-0.367234511,0.258524268,-0.460399649,-0.616570778,-0.319662106,-0.769522927
06-11-2018,-0.415469022,-0.294370901,-0.664959034,-0.512471494,0.298583352,-0.688077499
07-11-2018,-0.120590585,-0.073890582,0,-0.685548709,0.439185456,-0.610383504
08-11-2018,0.022847352,0.735081513,0.412370031,-0.59865916,0.395364396,0
09-11-2018,-0.620772268,0.508797473,-0.796272309,-0.696446884,-0.805443574,0.327507501
10-11-2018,-0.136861627,0.665947334,-0.429625903,-0.27294218,0.168155358,-0.094496031
11-11-2018,0.172183317,-0.03540251,0.058721137,-0.207781016,0.287021947,-0.171446833
12-11-2018,0.172183317,-0.03540251,0.058721137,-0.207781016,0.287021947,-0.171446833
13-11-2018,0.172183317,-0.03540251,0.058721137,-0.207781016,0.287021947,-0.171446833
14-11-2018,-0.072713464,-0.500641245,-0.507734185,-0.585164305,0.127089348,0.150545209
15-11-2018,-0.116953446,-0.614372565,-0.394010125,-0.269113134,0.226020069,0.32573587
16-11-2018,-0.083956548,-0.113122857,-0.112191593,-0.385006893,0.174431358,-0.520916831
17-11-2018,-0.226171036,0.367027785,-0.332120896,-0.537755752,0.160667946,-0.031303623
18-11-2018,0.114926424,-0.251833308,-0.287152978,-0.352712783,0.076435954,0.065163421
19-11-2018,-0.050778567,-0.178429489,-0.076426532,-0.042460183,0.264445494,0.081472291
20-11-2018,-0.39589696,-0.17495155,-0.617860486,-0.54666099,-0.213544911,-0.362520119
21-11-2018,-0.396227278,0,-0.384599451,0.104977844,-0.236213631,0
22-11-2018,-0.645570808,0.132705261,-0.243433842,-0.695304863,-0.752421756,0.0305861
23-11-2018,-0.841735798,0,-0.430438335,-0.879069493,-0.762057479,0
24-11-2018,-0.49831818,0.824862851,-0.231274861,-0.912502084,-0.397627951,0.713115525
25-11-2018,-0.49831818,0.824862851,-0.231274861,-0.912502084,-0.397627951,0.713115525
26-11-2018,-0.09671142,0.308785058,0.317184804,-0.212519739,0.198282333,0.366538087
27-11-2018,-0.339687917,-0.059732924,0.242369204,-0.049579656,-0.136758822,0.396975159
28-11-2018,0.10803252,0.288583009,0.146006369,-0.808736569,0.429322511,0.256674661
29-11-2018,0.122588433,0.383255394,-0.42038872,-0.380984307,0.421256359,0.238316362
30-11-2018,-0.104754768,-0.656397206,-0.539620595,-0.790686313,0.006654316,0.55377243
01-12-2018,0.006895616,0.063252029,-0.435322311,-0.66996377,0.085166064,0.451521878
02-12-2018,0.554660092,0.448973979,-0.141749253,0.071053943,0.32427979,0.704260236
03-12-2018,0.582466186,-0.60976813,0.735543223,-0.423477885,0.071151549,0.785657722
04-12-2018,0.333188362,0,0.33567286,-0.468996408,0.090553406,0.819028439
05-12-2018,0.021884394,-0.368084246,-0.42200429,-0.321704699,0.150819533,0.815920834
06-12-2018,-0.221591446,0,-0.357791313,-0.188054755,-0.283159043,0.435807802
07-12-2018,0.37368861,0,0,0.474123716,0.398030101,0.424190499
08-12-2018,0.652668138,-0.064592247,0,-0.080148732,0.568075026,0.368326651
09-12-2018,0.399482637,0.131723909,0.057963563,-0.214356872,0.392972557,0.588915088
10-12-2018,0.193905318,0,-0.156317698,-0.189332696,0.157410029,0.488582596
11-12-2018,0.398752525,-0.064080679,-0.153217663,-0.001715369,0.093132511,-0.033353245
12-12-2018,0.36180162,0.196792196,-0.225157942,0.107957685,0.278970689,-0.265872069
13-12-2018,0.302154954,0.213178762,0.412494888,0.136476081,-0.00528722,0.607039135
14-12-2018,0.221067906,-0.184067139,-0.441837918,0.067319263,0.097177477,0.607438759
15-12-2018,-0.118350122,0.248353272,-0.432702518,-0.239328788,0.192537121,0.413011539
16-12-2018,0.184185098,-0.046946388,-0.419154761,-0.188326468,0.599858646,0.317049592
17-12-2018,-0.258240697,-0.146638214,0.12023238,-0.44047781,0.182266067,0.446945629
18-12-2018,-0.726136012,-0.476875716,-0.654014166,-0.792714635,-0.36179482,0
19-12-2018,-0.197976922,0.627948207,-0.465408304,0.043692505,0.370346747,0.805741935
20-12-2018,-0.006342323,0.441027976,-0.648763461,-0.154026303,-0.030019467,-0.100654003
21-12-2018,-0.057713814,0.431872521,-0.563010492,-0.598948603,0.233174194,-0.532423019
22-12-2018,-0.453891773,0,-0.340248574,-0.756969019,-0.201865547,0.424009082
23-12-2018,0.422746664,0.232917722,-0.315308121,-0.121152273,0.341363352,0.069305295
24-12-2018,-0.291980635,0,-0.267194258,-0.662310777,-0.097223844,-0.294594687
25-12-2018,-0.33530314,-0.579555771,-0.5201035,-0.427639394,-0.130098222,0.266312669
26-12-2018,-0.001889643,0.413499788,0.106654896,0.006571286,-0.357115907,0.552477825
27-12-2018,-0.396121945,-0.028476746,-0.070656837,-0.562153126,-0.304506062,-0.599576364
28-12-2018,-0.323072619,0.003168431,-0.353279919,0.005961641,0.070029531,-0.473394418
29-12-2018,0.076548746,0.174382676,-0.392199869,0.220263152,0.016360551,-0.012187759
30-12-2018,-0.026568036,0.029809831,0.135110904,-0.132759794,-0.062809196,0.116674751
31-12-2018,-0.183499057,-0.300747626,0.002683401,-0.015612333,0.114534837,-0.226035396
01-01-2019,-0.560672706,0.475093057,-0.406429308,-0.194491875,-0.092822414,0.111941006
02-01-2019,-0.169155398,-0.660543576,-0.123271523,-0.523532035,0.611451779,0.385649892
03-01-2019,0.300443657,-0.446303925,-0.159339051,0.100090841,0.412651546,0
04-01-2019,0.084701673,0.189399133,0.219436636,0.080643665,0.108695154,0.258591255
05-01-2019,0.161029045,0.38876721,0.315048197,-0.244774892,0.378859856,0.331276852
06-01-2019,0.056120848,0.172737244,0.253389032,-0.466902974,0.164847764,0.177171413
07-01-2019,0.516252626,0.119362564,0.515395508,-0.03356034,0.614327793,0.86406455
08-01-2019,0.148282371,0.007840755,0.445009495,-0.052964884,0.427513104,0.250575208
09-01-2019,0.557744467,-0.370319951,0.832628936,0.163728784,0.781466886,0.693040527
10-01-2019,-0.32174538,-0.536416489,-0.062939145,-0.640756886,0.255635285,-0.404133572
11-01-2019,0.067960104,-0.577642406,-0.286068175,-0.25505426,-0.101009552,-0.435420662
12-01-2019,0.173096596,0.196058763,-0.262233894,-0.216778284,0.41705566,0.284933222
13-01-2019,0.379355296,0.667384002,0.207426077,-0.178949121,0.354000106,0.407725161
14-01-2019,-0.333706851,0.001654448,-0.442350497,0.029754835,-0.001826206,0.521125322
15-01-2019,0.420864912,0.218082613,0.238595753,-0.075346273,0.457912224,-0.489820478
16-01-2019,-0.381431483,-0.270498556,-0.233827267,-0.371867505,-0.118261695,-0.425190363
17-01-2019,-0.276761245,-0.537527434,-0.341767436,-0.571430367,-0.166421383,-0.434325643
18-01-2019,0.229411348,-0.579063207,0.307280562,-0.23546571,0.387249124,0.696550303
19-01-2019,0.085094204,-0.030976294,0.254915425,0.038587531,0.330278339,0.644126941
20-01-2019,0.092019438,-0.318564912,0.409019844,-0.058302845,0.062511355,0.555486874
21-01-2019,-0.168939723,-0.224439469,-0.228338546,-0.329450199,-0.014598413,0.597069225
22-01-2019,-0.615769494,-0.122582598,-0.560047076,-0.518868898,0.235821846,0.571564901
23-01-2019,-0.103351326,0.044727239,0.071409966,0.123058322,-0.0332894,-0.42319696
24-01-2019,0.214712689,0.218676884,-0.231943068,-0.144899193,-0.397651773,-0.362796801
25-01-2019,0.288283078,-0.207677593,0.169513704,-0.028993926,0.169360561,0.132157866
26-01-2019,0.241788219,0,0.103011919,-0.300290614,-0.067080212,0.479769133
27-01-2019,-0.035170037,0.270712369,-0.07370381,-0.164125896,0,0.424464296
28-01-2019,-0.411052279,0.15083462,-0.207339099,-0.385700886,0.099891919,0.107504005
29-01-2019,0.422910775,0.13716797,0.235918312,0.41572613,0.299142391,-0.38773958
30-01-2019,0.277433925,-0.420600359,0.093252526,0.083812137,0.306481677,0.241733797
31-01-2019,0.229200452,-0.174739349,-0.013655404,0.037722954,0.565106489,0.184641524
01-02-2019,0.341880642,0.236227934,-0.185867549,0.190799932,0.463285699,0.228067035
02-02-2019,0.274663254,-0.277700744,0.277357626,0.014236018,0.38034316,-0.304217326
03-02-2019,0.264340694,-0.092679116,0.015104837,0.064203039,0.113505894,0.19854529
04-02-2019,0.000367283,0,-0.21341789,-0.645358013,0.023459848,0.672716491
05-02-2019,0.277370343,-0.386983446,-0.317216157,-0.126203868,0.011326244,0.123995408
06-02-2019,-0.043642466,0.190449413,-0.133706938,-0.537321924,-0.258297745,0.28101228
07-02-2019,-0.299114818,0.073367243,-0.180262284,-0.40796522,-0.540200444,0.251677209
08-02-2019,-0.199875498,-0.523406028,-0.321622175,-0.503718178,-0.13745166,0.354413761
09-02-2019,0.420550062,0.279554707,0.068880991,0.264762905,-0.615065816,0.106294838
10-02-2019,-0.559304337,-0.036190136,0.050509827,-0.517220401,-0.573731768,0.026710938
11-02-2019,-0.359095893,0.476454144,-0.551828366,-0.250196567,-0.594919541,-0.474588048
12-02-2019,0.53739726,-0.340597527,-0.355251689,-0.441596687,0.722432404,0.146489453
13-02-2019,-0.010941491,0.235810013,0.27380648,-0.242570549,0.432338543,0.117595278
14-02-2019,0.413177727,0.280517451,0.419647833,0.196545062,0.690699269,0.741243151
15-02-2019,0.562438697,0.15007164,0.341190055,0.501953429,0.515066464,-0.183214273
16-02-2019,0.410402608,0.073349082,0.080512055,0.262766271,0.154080121,0.24439047
17-02-2019,0.269690049,-0.094490536,-0.106365652,-0.122505723,0.001035874,-0.193211902
18-02-2019,0.225530682,-0.278337983,0.061106833,-0.062694683,0.640646876,0.286984631
19-02-2019,0.154678466,0.462011083,-0.265857876,-0.050975687,0.125049363,0.326464665
20-02-2019,-0.23737822,-0.457930297,0.451084622,-0.441415251,-0.28248787,0.782505148
21-02-2019,0.18952121,0.245502486,0.083531517,-0.310970995,0.140149788,0.871131866
22-02-2019,-0.133338249,0.410253767,0.255549487,-0.500334851,0.017439596,0.376229217
23-02-2019,0.238856035,-0.216270022,0.098497519,0.165438151,0.253898863,0.227341595
24-02-2019,-0.083101055,0.036724018,0.063391393,0.205991878,0.398198038,0.158050813
25-02-2019,-0.585714011,0.722092884,-0.077772599,0.206345562,-0.451377631,0.21633671
26-02-2019,-0.125846466,-0.189797867,-0.055108299,0.010118114,0.200886007,-0.017801838
27-02-2019,0.316130794,0.501820214,0.625996479,0.222611724,0.323508949,0.451926234
28-02-2019,0.044209914,0.217248455,-0.409439097,-0.453225821,0.327110191,0.395677231
01-03-2019,0.247809702,0.118602132,-0.202908273,-0.31828378,0.152197634,0.422824465
02-03-2019,0.354042203,0.533678274,-0.14582841,-0.353418774,0.573626247,0.121254045
03-03-2019,0.450533181,0.446810023,-0.003663052,-0.251119135,0.421244076,0.112748106
04-03-2019,0.600870099,0.109055285,0.648046777,0.146734166,0.63817976,0.59975501
05-03-2019,-0.278285899,-0.100304013,-0.114385995,-0.375038577,-0.113162317,0.534905554
06-03-2019,-0.551117178,-0.521112607,-0.386697497,-0.575843477,-0.410877043,-0.085051372
07-03-2019,0.244332442,0,0.014878304,-0.26042051,0.485206295,0.219785111
08-03-2019,-0.602864459,0.704522465,-0.691655642,-0.684805631,0.30798627,0.481139456
09-03-2019,-0.385506917,0.549695721,-0.013102731,-0.48324299,0.692713032,-0.565057049
10-03-2019,-0.218491597,-0.108502158,0.201339904,-0.53420423,0.243397291,-0.168967657
11-03-2019,0.265801706,-0.448668723,-0.056130052,-0.276991407,0.355133622,0.031627143
12-03-2019,0.447312488,-0.010733512,0.571142682,0.150547449,0.44778275,0.012151076
13-03-2019,0.154760346,-0.102851718,0.168572218,0.206057035,0.318948816,0.260325046
14-03-2019,0.2296375,0.112478508,0.03383732,0.090641605,0.176036915,0.129198673
15-03-2019,-0.213618683,-0.451574611,0.240860889,-0.229076628,-0.166423942,-0.457687561
16-03-2019,-0.136103946,-0.018548211,-0.170756876,-0.28483767,-0.202117673,0.126068488
17-03-2019,-0.003208339,0.144882576,-0.10041058,-0.380989207,0.126944402,-0.376543345
18-03-2019,-0.100208375,-0.531995763,-0.641761787,-0.21355379,-0.151278712,0.091951553
19-03-2019,0.155866318,0.557496873,-0.024266458,0.224107896,0.130783798,0.333924949
20-03-2019,0.428893012,0.033454907,-0.295528483,0.440806755,0.130863981,-0.031805804
21-03-2019,-0.11310164,0.163749472,-0.330210048,-0.545672424,-0.428879808,0.536977153
22-03-2019,-0.351342333,-0.004904173,-0.521622374,-0.279773884,-0.460785007,0.480414953
23-03-2019,-0.079609346,0.199398336,-0.339249589,0.281597025,-0.010418151,0.437754518
24-03-2019,0.601478427,0.252699499,-0.304341633,0.212689785,0.143292156,0.083216237
25-03-2019,-0.184774273,0.605576545,-0.600669569,0.046176602,0.638317292,0
26-03-2019,0.441760043,0.324202004,0.185325564,0.513760851,0.767254403,-0.190877882
27-03-2019,-0.188249883,-0.411574808,-0.200897162,-0.657511746,0.049401269,0.022881295
28-03-2019,-0.803398186,-0.937041474,-0.471690743,-0.796593915,-0.714939985,0.0662329
29-03-2019,-0.054634108,-0.823918713,0.629199317,-0.6066455,0.453461672,0
30-03-2019,0.051435395,0.011235573,0.055857967,-0.485197152,0.35019247,-0.461034332
31-03-2019,-0.072789221,-0.441125694,-0.083273169,-0.436678947,0.446033047,0.244522776
01-04-2019,0.357792392,0.640993206,0.566971496,0.647921841,0.655895615,0.786494031
02-04-2019,0.263406444,-0.547147239,0.567821807,-0.033516738,0.669744424,0.074558038
03-04-2019,-0.096730054,0.571375776,0.528544386,-0.258674207,0.167270871,0.272009729
04-04-2019,0.065797302,0.515296774,-0.118181164,-0.366079924,-0.360700801,0.381881171
05-04-2019,0.413996538,-0.10438104,-0.318375825,-0.398102275,0.160546854,0.077276738
06-04-2019,0.207461443,0.660583845,0.295589102,0.139244183,0.470472915,0.294604364
07-04-2019,0.480069478,0.214731719,0.256644669,0.193052149,0.052646908,-0.249121076
08-04-2019,0.363312484,0,0.49089743,0.158325517,0.189723476,-0.178942723
09-04-2019,0.349304166,-0.075256345,-0.272701294,-0.249939407,0.349859504,0.577056594
10-04-2019,0.37773486,0.109945273,0.535225859,0.290921341,0.256905995,0
11-04-2019,0.37773486,0.109945273,0.535225859,0.290921341,0.256905995,0
12-04-2019,0.051392874,0.090984469,0.169373124,0.2374989,-0.185906601,0.306410653
13-04-2019,0.105742161,0.364174085,0.312555732,-0.134404262,-0.031675549,-0.259342386
14-04-2019,-0.14003455,0.066463155,0.083061844,-0.0451068,-0.18751453,-0.33164507
15-04-2019,-0.619439549,-0.450394621,0.181336646,-0.733880237,-0.335173935,-0.163531289
16-04-2019,0.463712463,-0.365943161,0.22836144,0.277231719,-0.402275076,-0.32250911
17-04-2019,-0.01306567,-0.295981087,0.268383612,-0.039420122,-0.321893062,-0.373992999
18-04-2019,-0.116443661,0.107299443,0.027138897,-0.449310976,-0.228047442,0.196017077
19-04-2019,0.023394599,-0.082281415,0.208241276,-0.04751491,-0.519059658,-0.18751966
20-04-2019,-0.079434724,0.349896241,-0.040306688,-0.276934694,0.094892747,0.081552854
21-04-2019,0.165982422,-0.113567542,0.490997513,-0.09602107,0.210137664,-0.079315284
22-04-2019,0.561933952,0,0,0.428325914,0.276165257,0.329668502
23-04-2019,0.506274004,0.393873253,0,-0.07589052,0.699879694,0.582035665
24-04-2019,-0.217639979,0.475447732,0.06075673,-0.785473641,0.19204903,-0.13513324
25-04-2019,-0.25748298,-0.272376282,0.19992781,-0.204540038,-0.167040215,0.362528116
26-04-2019,-0.525238338,-0.304546885,-0.227047807,-0.430230568,-0.756591299,0.176047024
27-04-2019,-0.299124868,0.032077326,0.060260061,0,-0.536279455,-0.616312211
28-04-2019,-0.170679674,0.306520181,0.088802222,-0.575642125,-0.228308424,-0.32613694
29-04-2019,-0.541988368,-0.305123699,0.366781395,-0.223163017,-0.766066824,-0.026613629
30-04-2019,0.035983657,0.071063863,0,-0.111592823,0.189154287,0.176215904
01-05-2019,-0.191732913,-0.095049314,-0.203689086,-0.685129073,0.088089814,-0.011015299
02-05-2019,-0.059656976,0.763324663,-0.125277393,-0.755494077,-0.438199675,0.143567413
03-05-2019,-0.229607231,0.517873096,0.276389428,-0.862005374,-0.121851101,0.218521518
04-05-2019,0.266128943,0.763091414,0.158840037,-0.370489493,0.297540445,0.30890507
05-05-2019,0.065758278,0.237665565,0.257320594,-0.324776848,0.193307039,-0.202942517
06-05-2019,0.042550473,0.191337098,-0.533499302,-0.291255582,0.291522708,0.181234894
