model,task,task_type,target_col,scenario,channel_variant,feature_count,features,notes,n_train,n_test,walkforward_folds,walkforward_used_gpu_any,walkforward_n_train_total,walkforward_n_test_total,reference_used_gpu,reference_best_iteration,reference_best_score,reference_model_path,MAE,MSE,RMSE,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
lightgbm,volatility,regression,target_vol_parkinson,raw__single__geopolitical_normalisation_and_peace,raw,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Geopolitical Normalisation and Peace,"channel_variant=raw, single_channel=z_Geopolitical Normalisation and Peace",695,201,4,False,695,201,False,33,68.14584734706521,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw__single__geopolitical_normalisation_and_peace.json,0.006254474699656477,6.545443130160158e-05,0.008090391294715083,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__market_only,raw_decay,10,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15),"channel_variant=raw_decay, no_news_features",695,201,4,False,695,201,False,48,68.48347206214679,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__market_only.json,0.006055706427319843,6.316234319884714e-05,0.007947474013725817,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__market_plus_global_sentiment,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | Global_Sentiment,"channel_variant=raw_decay, global_sentiment_only",695,201,4,False,695,201,False,33,68.01846544168173,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__market_plus_global_sentiment.json,0.006207379028122956,6.503288644161837e-05,0.00806429702091995,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__market_plus_top3_channels,raw_decay,13,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Demand and macro economy | raw_decay__z_Inventory SPR and refinery | raw_decay__z_Supply Shock and availability risk,"channel_variant=raw_decay, channels=3",695,201,4,False,695,201,False,32,67.66187388544974,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__market_plus_top3_channels.json,0.00634821071759859,6.688498498541576e-05,0.008178324093933657,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__market_plus_all6_channels,raw_decay,16,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Supply Shock and availability risk | raw_decay__z_Transport logistics and chokepoints | raw_decay__z_Demand and macro economy | raw_decay__z_Inventory SPR and refinery | raw_decay__z_OPEC producer policy | raw_decay__z_Geopolitical Normalisation and Peace,"channel_variant=raw_decay, channels=6",695,201,4,False,695,201,False,38,68.12650625223192,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__market_plus_all6_channels.json,0.006441628087753839,6.660666178028664e-05,0.008161290448224879,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__single__supply_shock_and_availability_risk,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Supply Shock and availability risk,"channel_variant=raw_decay, single_channel=z_Supply Shock and availability risk",695,201,4,False,695,201,False,33,68.05884196233859,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__single__supply_shock_and_availability_risk.json,0.006260578160717481,6.544732290355093e-05,0.008089951971646737,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__single__transport_logistics_and_chokepoints,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Transport logistics and chokepoints,"channel_variant=raw_decay, single_channel=z_Transport logistics and chokepoints",695,201,4,False,695,201,False,31,68.17319218655167,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__single__transport_logistics_and_chokepoints.json,0.00629826777567546,6.599416770397251e-05,0.008123679443698682,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__single__demand_and_macro_economy,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Demand and macro economy,"channel_variant=raw_decay, single_channel=z_Demand and macro economy",695,201,4,False,695,201,False,33,67.79183501128148,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__single__demand_and_macro_economy.json,0.006341206612993481,6.597302673451545e-05,0.008122378145254964,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__single__inventory_spr_and_refinery,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Inventory SPR and refinery,"channel_variant=raw_decay, single_channel=z_Inventory SPR and refinery",695,201,4,False,695,201,False,52,68.01297414103455,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__single__inventory_spr_and_refinery.json,0.006097129703060268,6.432618173804373e-05,0.008020360449384038,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__single__opec_producer_policy,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_OPEC producer policy,"channel_variant=raw_decay, single_channel=z_OPEC producer policy",695,201,4,False,695,201,False,33,68.01660303357396,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__single__opec_producer_policy.json,0.006393486265506185,6.612134282319716e-05,0.008131503109708386,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,raw_decay__single__geopolitical_normalisation_and_peace,raw_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw_decay__z_Geopolitical Normalisation and Peace,"channel_variant=raw_decay, single_channel=z_Geopolitical Normalisation and Peace",695,201,4,False,695,201,False,31,68.3461845293479,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__raw_decay__single__geopolitical_normalisation_and_peace.json,0.006309392439452187,6.657330904732651e-05,0.008159246843142233,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__market_only,imputed_locf5,10,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15),"channel_variant=imputed_locf5, no_news_features",695,201,4,False,695,201,False,48,68.48347206214679,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__market_only.json,0.006055706427319843,6.316234319884714e-05,0.007947474013725817,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__market_plus_global_sentiment,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | Global_Sentiment,"channel_variant=imputed_locf5, global_sentiment_only",695,201,4,False,695,201,False,33,68.01846544168171,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__market_plus_global_sentiment.json,0.006207379028122956,6.503288644161837e-05,0.00806429702091995,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__market_plus_top3_channels,imputed_locf5,13,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Demand and macro economy | imputed_locf5__z_Inventory SPR and refinery | imputed_locf5__z_Supply Shock and availability risk,"channel_variant=imputed_locf5, channels=3",695,201,4,False,695,201,False,44,67.15809750847474,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__market_plus_top3_channels.json,0.0061775171076973116,6.51913961372303e-05,0.008074118907796088,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__market_plus_all6_channels,imputed_locf5,16,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Supply Shock and availability risk | imputed_locf5__z_Transport logistics and chokepoints | imputed_locf5__z_Demand and macro economy | imputed_locf5__z_Inventory SPR and refinery | imputed_locf5__z_OPEC producer policy | imputed_locf5__z_Geopolitical Normalisation and Peace,"channel_variant=imputed_locf5, channels=6",695,201,4,False,695,201,False,39,67.59255739706799,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__market_plus_all6_channels.json,0.006295491433606513,6.56711209840664e-05,0.008103772021970164,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__single__supply_shock_and_availability_risk,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Supply Shock and availability risk,"channel_variant=imputed_locf5, single_channel=z_Supply Shock and availability risk",695,201,4,False,695,201,False,32,67.68843933991072,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__single__supply_shock_and_availability_risk.json,0.006158897573710026,6.471739865522519e-05,0.008044712465664959,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__single__transport_logistics_and_chokepoints,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Transport logistics and chokepoints,"channel_variant=imputed_locf5, single_channel=z_Transport logistics and chokepoints",695,201,4,False,695,201,False,33,68.06612749512699,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__single__transport_logistics_and_chokepoints.json,0.006272959258848575,6.579382845238654e-05,0.008111339498035237,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__single__demand_and_macro_economy,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Demand and macro economy,"channel_variant=imputed_locf5, single_channel=z_Demand and macro economy",695,201,4,False,695,201,False,32,67.89868523408653,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__single__demand_and_macro_economy.json,0.0063209562046493105,6.680911067220547e-05,0.008173684033054218,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__single__inventory_spr_and_refinery,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Inventory SPR and refinery,"channel_variant=imputed_locf5, single_channel=z_Inventory SPR and refinery",695,201,4,False,695,201,False,33,68.10191778765285,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__single__inventory_spr_and_refinery.json,0.006285270431690347,6.643503709532728e-05,0.008150769110662336,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__single__opec_producer_policy,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_OPEC producer policy,"channel_variant=imputed_locf5, single_channel=z_OPEC producer policy",695,201,4,False,695,201,False,31,68.02147670996274,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__single__opec_producer_policy.json,0.006292366906735369,6.558532392723096e-05,0.00809847664238349,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5__single__geopolitical_normalisation_and_peace,imputed_locf5,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5__z_Geopolitical Normalisation and Peace,"channel_variant=imputed_locf5, single_channel=z_Geopolitical Normalisation and Peace",695,201,4,False,695,201,False,35,68.08742655965517,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5__single__geopolitical_normalisation_and_peace.json,0.006222233613566409,6.548504468079623e-05,0.008092283032667371,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__market_only,imputed_locf5_decay,10,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15),"channel_variant=imputed_locf5_decay, no_news_features",695,201,4,False,695,201,False,48,68.48347206214679,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__market_only.json,0.006055706427319843,6.316234319884714e-05,0.007947474013725817,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__market_plus_global_sentiment,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | Global_Sentiment,"channel_variant=imputed_locf5_decay, global_sentiment_only",695,201,4,False,695,201,False,33,68.01846544168171,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__market_plus_global_sentiment.json,0.006207379028122956,6.503288644161837e-05,0.00806429702091995,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__market_plus_top3_channels,imputed_locf5_decay,13,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Demand and macro economy | imputed_locf5_decay__z_Inventory SPR and refinery | imputed_locf5_decay__z_Supply Shock and availability risk,"channel_variant=imputed_locf5_decay, channels=3",695,201,4,False,695,201,False,32,67.70835235365584,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__market_plus_top3_channels.json,0.006286607872337284,6.61601141223269e-05,0.008133886778307581,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__market_plus_all6_channels,imputed_locf5_decay,16,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Supply Shock and availability risk | imputed_locf5_decay__z_Transport logistics and chokepoints | imputed_locf5_decay__z_Demand and macro economy | imputed_locf5_decay__z_Inventory SPR and refinery | imputed_locf5_decay__z_OPEC producer policy | imputed_locf5_decay__z_Geopolitical Normalisation and Peace,"channel_variant=imputed_locf5_decay, channels=6",695,201,4,False,695,201,False,39,68.20881525168558,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__market_plus_all6_channels.json,0.0063886269548494865,6.621648849404338e-05,0.008137351442210382,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__single__supply_shock_and_availability_risk,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Supply Shock and availability risk,"channel_variant=imputed_locf5_decay, single_channel=z_Supply Shock and availability risk",695,201,4,False,695,201,False,33,68.07371128013801,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__single__supply_shock_and_availability_risk.json,0.006223640174153107,6.519077460338254e-05,0.008074080418436673,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__single__transport_logistics_and_chokepoints,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Transport logistics and chokepoints,"channel_variant=imputed_locf5_decay, single_channel=z_Transport logistics and chokepoints",695,201,4,False,695,201,False,31,68.19016733969077,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__single__transport_logistics_and_chokepoints.json,0.006309552187614259,6.608104676530322e-05,0.008129024957847234,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__single__demand_and_macro_economy,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Demand and macro economy,"channel_variant=imputed_locf5_decay, single_channel=z_Demand and macro economy",695,201,4,False,695,201,False,35,68.02300825477424,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__single__demand_and_macro_economy.json,0.006327282897867794,6.582786058579153e-05,0.008113437038998425,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__single__inventory_spr_and_refinery,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Inventory SPR and refinery,"channel_variant=imputed_locf5_decay, single_channel=z_Inventory SPR and refinery",695,201,4,False,695,201,False,52,68.05338999607618,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__single__inventory_spr_and_refinery.json,0.0061180874257586206,6.445686373040578e-05,0.008028503206102978,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__single__opec_producer_policy,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_OPEC producer policy,"channel_variant=imputed_locf5_decay, single_channel=z_OPEC producer policy",695,201,4,False,695,201,False,33,68.20842126703104,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__single__opec_producer_policy.json,0.006361607080968661,6.56452960806345e-05,0.008102178477461138,,,,,,,,
lightgbm,volatility,regression,target_vol_parkinson,imputed_locf5_decay__single__geopolitical_normalisation_and_peace,imputed_locf5_decay,11,vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | imputed_locf5_decay__z_Geopolitical Normalisation and Peace,"channel_variant=imputed_locf5_decay, single_channel=z_Geopolitical Normalisation and Peace",695,201,4,False,695,201,False,31,68.32451905585808,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__volatility__imputed_locf5_decay__single__geopolitical_normalisation_and_peace.json,0.006307922968040515,6.680081802622142e-05,0.008173176740180126,,,,,,,,
lightgbm,jump,classification,target_jump_flag,raw__market_only,raw,14,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15),"channel_variant=raw, no_news_features",510,103,2,False,510,103,False,63,0.7131278600421188,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__market_only.json,,,,0.7184466019417476,0.7272727272727273,0.5454545454545454,0.6233766233766234,0.42718446601941745,0.32038834951456313,0.7415254237288135,0.6597225459276326
lightgbm,jump,classification,target_jump_flag,raw__market_plus_global_sentiment,raw,15,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | Global_Sentiment,"channel_variant=raw, global_sentiment_only",510,103,2,False,510,103,False,2,0.7482047507940379,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__market_plus_global_sentiment.json,,,,0.7087378640776699,0.6060606060606061,0.9090909090909091,0.7272727272727273,0.42718446601941745,0.6407766990291263,0.8195300462249615,0.7226737952664628
lightgbm,jump,classification,target_jump_flag,raw__market_plus_top3_channels,raw,17,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Demand and macro economy | raw__z_Inventory SPR and refinery | raw__z_Supply Shock and availability risk,"channel_variant=raw, channels=3",510,103,2,False,510,103,False,21,0.7999014815094967,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__market_plus_top3_channels.json,,,,0.7281553398058253,0.6904761904761905,0.6590909090909091,0.6744186046511628,0.42718446601941745,0.4077669902912621,0.7902542372881356,0.7054975904110956
lightgbm,jump,classification,target_jump_flag,raw__market_plus_all6_channels,raw,20,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Supply Shock and availability risk | raw__z_Transport logistics and chokepoints | raw__z_Demand and macro economy | raw__z_Inventory SPR and refinery | raw__z_OPEC producer policy | raw__z_Geopolitical Normalisation and Peace,"channel_variant=raw, channels=6",510,103,2,False,510,103,False,154,0.7921154316939778,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__market_plus_all6_channels.json,,,,0.7184466019417476,0.7272727272727273,0.5454545454545454,0.6233766233766234,0.42718446601941745,0.32038834951456313,0.6517719568567025,0.6501536287245981
lightgbm,jump,classification,target_jump_flag,raw__single__supply_shock_and_availability_risk,raw,15,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Supply Shock and availability risk,"channel_variant=raw, single_channel=z_Supply Shock and availability risk",510,103,2,False,510,103,False,11,0.7642272531559311,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__single__supply_shock_and_availability_risk.json,,,,0.7766990291262136,0.7058823529411765,0.8181818181818182,0.7578947368421053,0.42718446601941745,0.49514563106796117,0.8021956856702619,0.6984332640644583
lightgbm,jump,classification,target_jump_flag,raw__single__transport_logistics_and_chokepoints,raw,15,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Transport logistics and chokepoints,"channel_variant=raw, single_channel=z_Transport logistics and chokepoints",510,103,2,False,510,103,False,125,0.7530637007724551,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__single__transport_logistics_and_chokepoints.json,,,,0.7184466019417476,0.7272727272727273,0.5454545454545454,0.6233766233766234,0.42718446601941745,0.32038834951456313,0.6375192604006163,0.603751422480812
lightgbm,jump,classification,target_jump_flag,raw__single__demand_and_macro_economy,raw,15,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Demand and macro economy,"channel_variant=raw, single_channel=z_Demand and macro economy",510,103,2,False,510,103,False,2,0.7752895642898705,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__single__demand_and_macro_economy.json,,,,0.7184466019417476,0.6153846153846154,0.9090909090909091,0.7339449541284404,0.42718446601941745,0.6310679611650486,0.8052773497688752,0.6965440377512626
lightgbm,jump,classification,target_jump_flag,raw__single__inventory_spr_and_refinery,raw,15,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_Inventory SPR and refinery,"channel_variant=raw, single_channel=z_Inventory SPR and refinery",510,103,2,False,510,103,False,12,0.7480476742170382,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__single__inventory_spr_and_refinery.json,,,,0.7475728155339806,0.68,0.7727272727272727,0.723404255319149,0.42718446601941745,0.4854368932038835,0.7904468412942989,0.6739923995526661
lightgbm,jump,classification,target_jump_flag,raw__single__opec_producer_policy,raw,15,jump_lag1 | jump_lag2 | jump_lag3 | jump_lag4 | vol_lag1 | vol_lag2 | vol_lag3 | vol_lag4 | ret_lag1 | ret_lag2 | ret_lag3 | ret_lag4 | CO1 Comdty - Open Interest | SMAVG (15) | raw__z_OPEC producer policy,"channel_variant=raw, single_channel=z_OPEC producer policy",510,103,2,False,510,103,False,2,0.7508420925250291,artifacts/results/tree_model_walkforward_lightgbm_full/reference_model__lightgbm__jump__raw__single__opec_producer_policy.json,,,,0.7184466019417476,0.6153846153846154,0.9090909090909091,0.7339449541284404,0.42718446601941745,0.6310679611650486,0.799884437596302,0.6843881739813035
