model,task,scenario,fold_idx,train_rows,val_rows,block_rows,block_start,block_end,used_gpu,best_iteration,best_score,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
lightgbm,jump,raw__single__supply_shock_and_availability_risk,1,408,102,63,2024-04-12,2025-08-06,False,11,0.7642272531559311,0.7301587301587301,0.7346938775510204,0.9,0.8089887640449438,0.6349206349206349,0.7777777777777778,0.6853260869565216,0.738231428910993
lightgbm,jump,raw__single__supply_shock_and_availability_risk,2,458,115,40,2025-08-07,2025-12-12,False,40,0.7643129324450665,0.85,0.0,0.0,0.0,0.1,0.05,0.38888888888888884,0.100046685340803
