Date,Open,High,Low,Close,CO1 Comdty - Open Interest,SMAVG (15),target_return,parkinson_var,target_vol_parkinson,sigmahat_pre_m,target_jump_flag
2020-11-03,37.27,39.7,35.35,35.79,335241.0,293970.0,-0.41150068982686516,0.004857644843119615,0.06969680654893462,0.039326433433642345,1.0
2020-11-05,30.7,31.47,29.35,29.63,355738.0,282701.0,-0.18888116319246073,0.0017543061876733595,0.041884438490606024,0.04024675212455842,1.0
2020-11-06,40.95,41.01,37.82,38.55,322626.0,271261.0,0.26316873842386457,0.0023650880410054998,0.04863217084405651,0.04049994492048357,1.0
2020-11-08,45.05,45.79,44.39,44.5,357381.0,260189.0,0.14353308916285634,0.0003477602467150842,0.018648330936442654,0.040296721296709595,1.0
2020-11-09,39.96,40.34,39.38,39.83,361195.0,329730.0,-0.11086879197864175,0.0002092302207555847,0.014464792454632202,0.04031510393187634,0.0
2020-11-11,43.77,45.3,43.6,43.8,335579.0,312999.0,0.09501342018884751,0.000527685001215386,0.02297139528229372,0.0402622952165693,0.0
2020-11-12,50.45,50.74,49.74,49.97,369865.0,309522.0,0.13178900797371318,0.0001429038615316902,0.01195424031595861,0.04017264679047747,1.0
2020-12-02,54.41,56.36,54.39,55.79,304844.0,276680.0,0.11017181650132324,0.0004565739647218093,0.021367591458136066,0.04003455633211999,0.0
2020-12-03,35.99,36.46,32.5,33.22,307942.0,300695.0,-0.5184425376722879,0.00476789322045475,0.06904993280557738,0.040093635016931445,1.0
2020-12-05,30.07,30.7,29.35,29.98,342441.0,287144.0,-0.10262161151069726,0.0007293943836693677,0.027007302413780014,0.040933181572555564,0.0
2020-12-06,37.88,39.45,37.01,38.73,311538.0,279316.0,0.25608400085220895,0.0014702141101008237,0.038343371136362325,0.040926249466111154,1.0
2020-12-08,44.62,45.63,44.49,45.43,339297.0,266818.0,0.15955818624465135,0.00023088100730874327,0.015194769077177293,0.03969147128722647,1.0
2020-12-10,42.6,42.71,41.36,41.72,424904.0,316429.0,-0.08519204963874039,0.00037207856179985704,0.019289338034257603,0.039397112795472616,0.0
2020-12-11,43.73,44.5,43.26,43.53,329449.0,317563.0,0.04246972543163441,0.0002880596888131334,0.016972321255889936,0.0393280598014215,0.0
2021-01-02,54.91,56.53,54.6,56.35,539484.0,294582.0,0.25813188492157924,0.0004352250320993001,0.020862047648764013,0.03906259353395925,1.0
2021-01-03,64.85,65.93,63.17,63.69,663221.0,313963.0,0.12244532389748919,0.0006595877403647447,0.02568244031171385,0.03908928469680617,1.0
2021-01-04,63.12,65.17,62.38,64.86,553818.0,255960.0,0.018203536495897232,0.0006904950622723653,0.026277272732769762,0.039127891752726046,0.0
2021-01-06,69.39,71.34,69.29,70.25,548775.0,313712.0,0.0798292073346838,0.0003066110745981853,0.01751031337806909,0.039139108220227,0.0
2021-01-07,74.69,76.74,74.55,75.84,646528.0,281085.0,0.07656554973291119,0.00030234514316749184,0.01738807474010541,0.03825976178881318,0.0
2021-01-09,71.68,72.38,70.42,71.59,569337.0,257237.0,-0.0576704585386727,0.0002718221326176629,0.016487029223533962,0.036951024324910056,0.0
2021-01-10,78.49,79.41,77.55,79.28,607001.0,286245.0,0.10203049061363867,0.00020261104071646213,0.014234150509126357,0.0358511382116255,0.0
2021-01-11,83.63,85.12,83.03,84.71,576332.0,323325.0,0.06624776842172686,0.00022290412226103903,0.014929973953796404,0.035856011183491854,0.0
2021-01-12,69.8,72.87,68.14,68.87,513160.0,262647.0,-0.20701298888685216,0.0016245120140708953,0.040305235566498,0.03587757010372148,1.0
2021-02-02,56.35,58.05,56.33,57.46,537998.0,299326.0,-0.18113161600546412,0.0003262847122957539,0.018063352742382955,0.03612952463264143,1.0
2021-02-03,63.12,64.13,62.38,62.7,627917.0,325394.0,0.0872723940877318,0.00027609359435048586,0.01661606434600221,0.03611007196147019,0.0
2021-02-06,70.55,71.48,70.35,71.35,536400.0,317691.0,0.12923589628397014,9.158273294681395e-05,0.009569886778160647,0.03615210911979485,1.0
2021-02-07,75.64,76.43,75.21,76.17,621980.0,294737.0,0.0653703404618513,9.338677761692932e-05,0.009663683439399768,0.03613401498548697,0.0
2021-02-08,75.39,75.39,72.31,72.89,533627.0,279652.0,-0.044016228990575,0.000627539268750814,0.025050733896451297,0.03569663785520698,0.0
2021-02-09,71.31,73.47,70.92,73.03,562386.0,269972.0,0.00191886023789678,0.0004500605863046678,0.021214631420429342,0.03514665530800559,0.0
2021-02-11,84.45,85.23,83.76,84.72,554606.0,327117.0,0.14848138566113267,0.00010917145674361007,0.010448514571153646,0.03520788338673804,1.0
2021-02-12,69.72,70.7,65.72,69.67,490969.0,267544.0,-0.19558189225112343,0.0019242574947614572,0.043866359488353455,0.03518855916031099,1.0
2021-03-02,57.85,58.94,57.5,58.46,521834.0,305350.0,-0.1754270493589276,0.0002206680275971495,0.014854899110971757,0.03560080052793984,1.0
2021-03-03,62.38,64.7,62.38,64.07,609519.0,337309.0,0.09163347596783034,0.00048094189200160976,0.021930387411115422,0.03559838944655446,0.0
2021-03-05,66.7,67.82,66.1,67.56,624820.0,322379.0,0.05303985628866936,0.00023800622402847,0.015427450341144192,0.03567345632515224,0.0
2021-03-06,71.27,71.99,70.66,71.31,524449.0,323355.0,0.054020478100612834,0.0001254178749978581,0.011199012233132799,0.034882391255429836,0.0
2021-03-08,73.08,73.55,71.05,72.41,516069.0,283058.0,0.015307841360517216,0.00043132489523001736,0.02076836284424021,0.0344722403987754,0.0
2021-03-09,72.86,73.69,72.4,72.61,550789.0,283337.0,0.002758241991426047,0.00011249560543328589,0.010606394553913497,0.03429794877672003,0.0
2021-03-11,84.07,84.2,81.1,81.99,545135.0,331456.0,0.12149463521593074,0.0005075210547009785,0.022528227952969992,0.033953840531779855,1.0
2021-03-12,70.22,72.62,69.24,69.88,481079.0,272921.0,-0.1598178033422304,0.0008193178805418355,0.028623729326239716,0.034053562632638465,1.0
2021-04-01,51.5,53.33,50.56,51.09,586077.0,266494.0,-0.31319070192314946,0.0010261065887762575,0.03203289853847537,0.03379998196097273,1.0
2021-04-02,58.59,59.12,58.04,58.84,514071.0,311325.0,0.14123311239053038,0.00012259928220013585,0.011072456014820554,0.033926075054389764,1.0
2021-04-03,64.1,67.75,63.33,66.74,583449.0,347746.0,0.12598257758999054,0.0016416311273246345,0.040517047366813816,0.033925056508277,1.0
2021-04-05,67.75,69.5,67.37,68.88,615626.0,331674.0,0.031561386796247426,0.000349451844937958,0.018693631133034534,0.03427724339907873,0.0
2021-04-06,71.25,72.17,70.73,71.89,518313.0,330666.0,0.04277131287630542,0.0001465090550562811,0.012104092492057433,0.0301817429221685,0.0
2021-04-08,72.33,72.83,70.11,70.38,495415.0,287796.0,-0.02122804110234089,0.0005225280958866752,0.02285887346057708,0.027737107783302507,0.0
2021-04-10,79.49,82.0,78.75,81.26,601860.0,298108.0,0.14374475866614134,0.0005898718427705385,0.024287277384888957,0.02772617362665432,1.0
2021-04-11,81.58,84.49,80.2,80.54,538097.0,337017.0,-0.008899935136272852,0.000979379888538847,0.031295045750707046,0.027758859154705925,0.0
2021-05-01,50.95,53.9,50.7,53.6,577670.0,280348.0,-0.40720488734655147,0.001351083566961449,0.036757088662752506,0.027829274276156956,1.0
2021-05-02,59.17,59.79,59.08,59.34,486461.0,316808.0,0.10173454678591964,5.147034038006944e-05,0.007174283265948553,0.02817805237560981,1.0
2021-05-03,67.16,69.69,66.67,69.36,569041.0,357956.0,0.15602671760961062,0.0007078748531446824,0.026605917633952834,0.02717140043201099,1.0
2021-05-04,64.57,64.81,61.25,62.15,542134.0,263559.0,-0.10975951451556654,0.001151200360359434,0.033929343647636834,0.027327059329487004,1.0
2021-05-05,69.35,69.95,68.35,68.96,605749.0,340763.0,0.103975808398717,0.00019311183818302078,0.01389646855078731,0.02765956409691217,1.0
2021-05-07,76.23,77.26,75.7,77.16,620623.0,309464.0,0.1123545616820909,0.00015007145817880189,0.01225036563449442,0.027621988629328856,1.0
2021-05-08,70.27,71.5,69.75,71.29,486593.0,294526.0,-0.07912512290799079,0.0002214716637344618,0.01488192406023031,0.026812552622994514,0.0
2021-05-10,81.27,83.13,81.19,82.56,597896.0,311525.0,0.14676923660371521,0.00020111177794922876,0.014181388435171952,0.026653329104153956,1.0
2021-05-11,81.25,83.16,80.26,82.74,508370.0,342212.0,0.0021778593000130186,0.00045441358923738347,0.021316978895645215,0.026438211274485115,0.0
2021-06-01,53.52,54.73,53.02,54.3,550313.0,293878.0,-0.4211789340933758,0.00036341690941213233,0.019063496778191885,0.02653642045719619,1.0
2021-06-04,62.32,64.28,62.08,62.74,529718.0,271593.0,0.14447497582264246,0.00043740973273126074,0.02091434275159659,0.026541748253610206,1.0
2021-06-05,68.47,69.37,67.93,68.09,602062.0,350850.0,0.08183115673234287,0.00015870488612902974,0.012597812751784721,0.026323752597687,1.0
2021-06-07,77.06,77.84,74.13,74.53,607309.0,323806.0,0.09037136939872781,0.0008601599745904608,0.02932848401452862,0.026151957497652853,1.0
2021-06-08,71.2,72.43,70.28,70.7,466014.0,301295.0,-0.05275615599107564,0.0003274977853282993,0.018096899881700712,0.02637848727525182,0.0
2021-06-09,72.57,72.78,71.51,72.22,551421.0,297761.0,0.021271442946784624,0.00011177172272880146,0.010572214655823134,0.0249062670821509,0.0
2021-06-10,82.57,83.47,80.6,81.08,576779.0,324494.0,0.11571930573448697,0.00044153850292227555,0.0210128175864703,0.024350494154158166,1.0
2021-06-12,70.24,73.8,70.24,73.08,462716.0,277689.0,-0.10388159007399267,0.0008816276762608942,0.029692215751959204,0.02368306159650051,1.0
2021-07-01,54.13,54.9,53.94,54.38,545864.0,307763.0,-0.29555829230548136,0.00011224382661875206,0.010594518706328855,0.023870173796519942,1.0
2021-07-04,62.6,63.55,61.6,63.16,515507.0,279120.0,0.14967475018311616,0.0003503098527085275,0.018716566263835027,0.02383629075954954,1.0
2021-07-05,68.26,68.65,67.39,68.28,578276.0,361901.0,0.0779457085387989,0.00012376767157481076,0.011125091980510128,0.02377419829770654,1.0
2021-07-06,71.82,72.27,71.1,71.49,498201.0,338323.0,0.04594068185252009,9.608353534865665e-05,0.00980222093959612,0.023767489732813413,0.0
2021-07-07,74.69,75.99,72.6,73.43,608890.0,338965.0,0.02677499168475883,0.0007511825729548174,0.027407710100532248,0.02364075706013886,0.0
2021-07-09,72.29,72.81,71.1,71.69,535156.0,311975.0,-0.02398130359873818,0.00020371626034506652,0.014272920526124515,0.022179725357140315,0.0
2021-07-10,80.98,82.5,79.08,81.95,556054.0,336846.0,0.13375803732505798,0.0006465189778652908,0.025426737460108616,0.02198133105302698,1.0
2021-07-12,73.6,76.27,73.2,75.44,427361.0,281727.0,-0.08277166686463655,0.0006087870200615051,0.024673609789844394,0.021666810163446824,1.0
2021-08-01,54.56,56.36,54.34,55.99,520897.0,321097.0,-0.29816453496439976,0.0004804834743470104,0.021919933265113066,0.021811673393041672,1.0
2021-08-02,59.43,60.72,59.43,60.56,467407.0,321905.0,0.0784615057683915,0.0001663182038602249,0.012896441519280615,0.021853051154179237,1.0
2021-08-03,69.97,71.38,67.8,68.24,550474.0,368041.0,0.11939629405422991,0.0009549454045848503,0.030902190935026764,0.021806577448053588,1.0
2021-08-04,63.02,63.43,62.38,63.2,513894.0,287707.0,-0.07672660203061188,0.0001004946587978634,0.010024702429392277,0.02200429108619616,1.0
2021-08-06,71.42,72.42,70.71,72.22,481405.0,346484.0,0.13341271469650007,0.0002059428629142571,0.014350709491668247,0.021791526063585753,1.0
2021-08-07,73.35,74.4,72.11,74.12,574814.0,354654.0,0.02596838556784764,0.000352518333709882,0.018775471597536026,0.021605433071119756,0.0
2021-08-09,71.64,72.95,71.55,72.6,521625.0,326083.0,-0.020720479586409546,0.00013543225040939675,0.011637536268875674,0.02162313250146311,0.0
2021-08-10,82.38,83.43,81.96,82.39,540673.0,349398.0,0.12649914849674904,0.0001139760461396299,0.010675956450811791,0.021558710017759924,1.0
2021-08-11,82.58,84.0,82.53,83.43,486170.0,348381.0,0.012543886586484199,0.00011242083464569006,0.010602869170450517,0.02149760939085774,0.0
2021-08-12,75.44,76.37,74.38,75.82,403483.0,286041.0,-0.09564584682579458,0.0002514296591802612,0.0158565336432734,0.02146261958430786,1.0
2021-09-02,60.8,61.34,60.05,61.09,456449.0,328437.0,-0.21601392342651327,0.00016293741997674814,0.012764694276665937,0.02147369239409086,1.0
2021-09-03,68.13,69.33,67.12,67.52,517217.0,377583.0,0.10007566362602649,0.00037851924522466725,0.019455571058816734,0.020898801125131556,1.0
2021-09-04,63.28,63.49,62.57,62.95,490452.0,298824.0,-0.0700830897973459,7.684418510542388e-05,0.008766081513733709,0.020919619117388707,1.0
2021-09-06,72.17,72.87,71.82,72.22,450265.0,354422.0,0.13737625535895592,7.597861130871058e-05,0.008716571075182637,0.020840096941453928,1.0
2021-09-07,74.39,75.8,73.8,75.55,541887.0,369590.0,0.04507767286943665,0.0002578832262348111,0.01605874298426907,0.020833856384146192,0.0
2021-09-08,70.26,70.26,67.6,69.04,439756.0,309164.0,-0.09010864194357548,0.000537240904509029,0.02317845776813093,0.020899549739460743,1.0
2021-09-09,72.61,73.2,70.88,71.45,485786.0,339064.0,0.0343118576007031,0.0003741262550317735,0.01934234357651041,0.020863513763861318,0.0
2021-09-11,83.47,85.3,83.16,84.78,466287.0,354506.0,0.1710617615486152,0.0002328387283996504,0.015259053981150024,0.020833161891248026,1.0
2021-09-12,75.94,76.7,73.84,74.42,376356.0,290591.0,-0.130334943006015,0.000520843560835954,0.0228219973016376,0.020882570617172982,1.0
2021-10-02,61.21,61.69,60.87,61.47,430805.0,336151.0,-0.19117547199955798,6.458292341673571e-05,0.00803635013029769,0.020314810443347108,1.0
2021-10-03,67.46,68.42,66.5,67.9,475808.0,386191.0,0.09948678364573205,0.0002922018556130017,0.01709391282337083,0.020250681592137033,1.0
2021-10-05,68.74,69.2,67.41,68.32,543161.0,371209.0,0.006166514915664223,0.00024772242961637895,0.015739200412231206,0.020172863893680896,0.0
2021-10-06,72.03,72.93,70.95,72.52,429331.0,365241.0,0.0596598364063361,0.00027324919817863164,0.01653025100168269,0.020176877222027514,0.0
2021-10-08,69.35,71.24,68.94,70.63,413188.0,316971.0,-0.02640740246581963,0.00038845082817487393,0.01970915594780441,0.020237841530635597,0.0
2021-10-09,71.37,73.15,70.94,72.92,449217.0,351868.0,0.03190796638963089,0.00033943726573136123,0.01842382332012987,0.02022017957474331,0.0
2021-10-11,84.99,85.5,82.08,82.64,434747.0,360783.0,0.12513087500092102,0.000601039462955598,0.02451610619481809,0.020313493619755183,1.0
2021-10-12,73.99,75.71,73.8,75.15,355078.0,296333.0,-0.09500770861239971,0.00023547675682083003,0.015345251930836131,0.02035182210951667,1.0
2021-11-01,56.24,56.39,54.99,55.66,490568.0,334599.0,-0.30022436010123865,0.00022796172276826727,0.01509840133154061,0.020111339532265408,1.0
2021-11-02,61.01,61.5,60.72,61.14,426886.0,346578.0,0.09390456036494399,5.8761243545859785e-05,0.007665588271350072,0.019777855377886525,1.0
2021-11-03,68.45,69.84,67.99,69.63,466775.0,398170.0,0.13002919249176692,0.00025994570666397314,0.016122831843816184,0.019750939117867034,1.0
2021-11-05,68.29,68.75,67.13,68.55,517290.0,381110.0,-0.015632102946132598,0.00020508535469801364,0.014320801468423953,0.019159110253175796,0.0
2021-11-06,72.41,73.09,71.88,72.69,417207.0,376900.0,0.05864041748822135,0.0001005099767336785,0.010025466409782564,0.019096214219647835,1.0
2021-11-08,70.83,71.72,69.07,71.44,384896.0,324776.0,-0.017345886928300303,0.0005112405102570401,0.02261062825878662,0.019076130273650984,0.0
2021-11-10,82.65,84.6,82.54,83.65,519045.0,363212.0,0.1577834908645892,0.00021917558181439807,0.014804579758115327,0.01907119869830271,1.0
2021-11-11,82.85,83.44,81.66,82.87,417507.0,367801.0,-0.00936831257188242,0.0001677081054673978,0.012950216425504162,0.018908525822342877,0.0
2021-12-01,55.66,56.79,55.51,56.58,466845.0,349469.0,-0.38161754898752953,0.00018744444834551682,0.013691035327743363,0.018547357917585362,1.0
2021-12-02,60.82,62.83,60.35,62.43,415893.0,359299.0,0.09839036320023187,0.0005849447946755286,0.024185631988342348,0.018016950363831025,1.0
2021-12-03,69.59,69.9,69.03,69.22,428150.0,410488.0,0.10324390913354531,5.657601142674187e-05,0.007521702694652447,0.018262030043718448,1.0
2021-12-04,63.03,64.31,62.41,63.28,475944.0,313618.0,-0.08972051474779974,0.0003243818214199967,0.01801060302766114,0.017962370684917295,1.0
2021-12-05,68.78,69.9,68.18,69.32,476707.0,389903.0,0.09116414138800621,0.00022387974526207472,0.014962611578934833,0.017574596770340203,1.0
2021-12-07,75.79,75.84,74.23,75.16,494746.0,383157.0,0.08088570969785991,0.0001660626070041465,0.012886528120643918,0.017589179915259545,1.0
2021-12-08,71.57,71.9,70.67,71.31,371354.0,333454.0,-0.052582604505052366,0.00010738658047632784,0.010362749658094026,0.017596754508671732,0.0
2021-12-10,83.49,84.23,82.72,83.42,497732.0,377444.0,0.15685151872858683,0.00011802643044080751,0.010863996982731884,0.01754264379117802,1.0
2021-12-11,82.83,82.87,81.26,82.17,400424.0,375009.0,-0.015097816825702992,0.00013882836610419993,0.011782544975691794,0.01750313101683095,0.0
2022-01-02,89.62,89.96,87.72,89.16,482096.0,271612.0,0.08164223657457192,0.00022931871739057937,0.015143273007859937,0.01735222872352319,1.0
2022-01-03,98.43,107.67,98.3,104.97,462740.0,256475.0,0.16324208653003858,0.0029898232197712463,0.05467927596239042,0.017287708691623577,1.0
2022-01-04,105.25,106.24,102.35,104.39,409905.0,182499.0,-0.005540709627499751,0.0005018656631566942,0.02240235842844887,0.018477150662113386,0.0
2022-01-06,116.08,118.57,115.4,116.29,411608.0,228677.0,0.10795318588474512,0.0002648657884579395,0.01627469779928154,0.018631275932534292,1.0
2022-01-07,109.49,112.45,108.03,111.63,419711.0,205513.0,-0.04089724027831121,0.0005799586847174705,0.02408233138044302,0.018363084520454515,0.0
2022-01-08,103.92,104.43,99.09,100.03,388342.0,212845.0,-0.10971969002955184,0.0009936701629004328,0.031522534208093624,0.01847729836209402,1.0
2022-01-09,95.18,95.68,91.81,92.36,391247.0,180383.0,-0.0797761565107944,0.0006148421452499537,0.024796010672080974,0.018870846883434676,1.0
2022-01-11,92.67,95.55,92.33,94.65,446016.0,274438.0,0.02449189316903766,0.0004238480936409001,0.020587571339060372,0.018947222913578414,0.0
2022-01-12,86.78,89.37,86.26,86.88,387539.0,215092.0,-0.08565802146970736,0.00045246887750463604,0.021271315838580274,0.018744801850819805,1.0
2022-02-02,89.48,90.52,88.28,89.47,474215.0,276062.0,0.029375517373879667,0.00022645451889420393,0.015048405858900934,0.018895449556474236,0.0
2022-02-03,107.34,115.11,106.83,112.93,436016.0,260178.0,0.23286478417607448,0.0020098667776257137,0.04483153775664754,0.018840747288196673,1.0
2022-02-05,106.3,108.46,103.1,107.58,468811.0,199336.0,-0.048533400890482525,0.0009264519512506269,0.030437673223336684,0.019657282199697357,0.0
2022-02-06,115.02,118.46,112.45,117.61,403485.0,235465.0,0.08913930901784894,0.0009777643390066692,0.03126922351141245,0.020006204464538116,1.0
2022-02-08,99.87,102.41,98.49,100.54,374971.0,218390.0,-0.15681840759851617,0.0005494106188535591,0.023439509782705762,0.020100362679425356,1.0
2022-02-09,92.66,95.32,92.65,93.02,385625.0,188006.0,-0.07774113446847863,0.00029112426215895023,0.017062363908877054,0.020243175454612943,1.0
2022-02-11,94.85,96.5,94.01,96.16,441657.0,278800.0,0.03319894699094661,0.00024648309748229603,0.015699780173056437,0.020096340642626248,0.0
2022-02-12,86.9,87.91,85.16,85.57,367550.0,216406.0,-0.11667871635693405,0.0003643086195945961,0.019086870345727088,0.01994553856166381,1.0
2022-03-01,78.11,79.28,77.04,78.98,536598.0,235372.0,-0.08014009857145954,0.0002962790471580741,0.017212758266997016,0.019896940994424524,1.0
2022-03-02,89.07,91.3,88.02,91.11,468513.0,280871.0,0.14287291186726314,0.0004827937604347938,0.02197256836227376,0.01995129757661329,1.0
2022-03-03,115.27,119.84,109.4,110.46,408473.0,262956.0,0.1925858967472749,0.002996372326627887,0.05473912975767779,0.019753103070692658,1.0
2022-03-05,107.61,108.32,104.62,104.97,461554.0,209982.0,-0.05097886942533503,0.0004356632362825624,0.020872547431556178,0.020939190736954827,0.0
2022-03-06,118.22,121.45,116.02,119.72,396588.0,242770.0,0.13148108793679114,0.0007545849000081963,0.027469708771812568,0.021030415630891523,1.0
2022-03-08,99.73,102.41,96.5,96.78,353650.0,223728.0,-0.21271532161932516,0.0012743594980942502,0.035698172195425495,0.021189136156208724,1.0
2022-03-10,86.35,89.82,86.35,88.86,445420.0,175658.0,-0.0853782638574101,0.0005598632060043554,0.02366142865518385,0.021632420387952416,1.0
2022-03-11,95.36,95.98,94.19,94.67,426993.0,283497.0,0.0633350626330369,0.00012782689523745157,0.01130605568876483,0.021803510371165267,0.0
2022-04-01,78.91,80.55,78.62,80.0,526516.0,249425.0,-0.16837052546691833,0.00021213351849135349,0.014564804100685787,0.021809397795034158,1.0
2022-04-02,91.3,93.7,91.2,93.27,457487.0,285839.0,0.1534718780648907,0.00026377502195189294,0.01624115211282417,0.02179437763515839,1.0
2022-04-03,114.23,118.98,109.62,118.11,395912.0,265190.0,0.23611788088498376,0.00242136092105973,0.049207325888120865,0.021832900018171616,1.0
2022-04-04,104.08,108.68,102.89,107.53,403018.0,192818.0,-0.09384651522132081,0.0010810366203103006,0.03287912134334341,0.022599178844980094,1.0
2022-04-05,105.91,111.0,105.46,110.14,453309.0,221548.0,0.023982405431900666,0.0009454280123223522,0.030747813130730977,0.02296648482145545,0.0
2022-04-07,111.65,114.0,110.4,113.5,412777.0,211646.0,0.03005055308712201,0.00037137131897595145,0.019270996833997755,0.023279824922115954,0.0
2022-04-08,97.1,97.66,93.2,94.12,358931.0,229557.0,-0.18723227306229617,0.0007880840813559806,0.028072835292431375,0.023320414160488735,1.0
2022-04-10,88.81,92.4,88.78,91.8,445516.0,188802.0,-0.024958266232716575,0.0005760852705331071,0.024001776403697855,0.023409879030675047,0.0
2022-04-11,94.58,98.81,94.33,98.57,426884.0,288906.0,0.0711546580509026,0.0007765008341580398,0.027865764553624574,0.02348166135141481,1.0
2022-05-01,80.07,81.5,79.51,80.8,519225.0,264043.0,-0.1987899901502974,0.00022040387325798945,0.01484600529630747,0.02367381369611794,1.0
2022-05-04,108.51,109.9,104.53,106.64,392446.0,203224.0,0.2774817103434035,0.0009051772904150634,0.030086164435086493,0.023567819729287686,1.0
2022-05-05,110.55,114.0,109.2,110.9,433225.0,233340.0,0.03917021848586799,0.0006674251412029341,0.025834572595708528,0.02386319410533386,0.0
2022-05-07,113.54,114.75,101.1,102.77,378943.0,216791.0,-0.07613541271933943,0.0057848966216348,0.07605850788461999,0.023993869098903987,1.0
2022-05-08,93.65,96.4,92.78,94.92,339691.0,234973.0,-0.07945905006941878,0.0005283810915701466,0.022986541531299278,0.02584554102488435,1.0
2022-05-09,93.02,96.99,93.02,95.74,388416.0,195861.0,0.008601752396799611,0.0006299833230504711,0.025099468581037152,0.025927672265210616,0.0
2022-05-10,91.89,93.96,90.76,93.37,437941.0,202076.0,-0.025066089468528396,0.0004330455260957613,0.020809745940202184,0.02600518661100958,0.0
2022-05-12,85.73,88.44,82.52,82.68,356416.0,218553.0,-0.12159235968226678,0.0017313157856423795,0.04160908297045706,0.02603516599421198,1.0
2022-06-01,80.22,82.83,79.61,81.99,515259.0,279601.0,-0.008380446205481284,0.0005670405377721699,0.023812612997572733,0.026394465462623376,0.0
2022-06-04,105.7,108.67,100.54,101.07,379570.0,213715.0,0.2092160574784847,0.002180862409809508,0.04669970460088059,0.026498940923619457,1.0
2022-06-05,111.27,113.5,109.87,112.39,407120.0,244259.0,0.10616161944360503,0.0003810786107476117,0.0195212348673851,0.02710612873240099,1.0
2022-06-06,121.55,121.95,118.77,119.51,394876.0,250549.0,0.06142508434861327,0.00025179955613731207,0.0158681932222075,0.027205039440837495,0.0
2022-06-07,104.88,105.85,98.5,100.69,369819.0,222134.0,-0.17135355995126567,0.0018679906608962634,0.04322025752926819,0.027202544031801133,1.0
2022-06-09,95.19,95.94,92.3,92.83,362798.0,202714.0,-0.08127662651568279,0.000539587346103203,0.02322901948217365,0.02770728226006147,0.0
2022-06-10,93.71,94.98,92.72,94.42,428432.0,215988.0,0.016983051706299435,0.00020917262603519418,0.014462801458749069,0.027839027396711895,0.0
2022-06-12,83.28,83.69,78.7,79.35,353789.0,222726.0,-0.17388446814572234,0.0013631089334982256,0.03692030516529116,0.027748459086187918,1.0
2022-07-01,82.0,83.0,81.42,81.75,483133.0,294352.0,0.029797362804944605,0.00013323126832841527,0.011542584993337292,0.028089900988064055,0.0
2022-07-02,92.75,94.0,92.13,92.69,427059.0,289391.0,0.12559478211037867,0.0001456311311782736,0.012067772419890658,0.028079671001757223,1.0
2022-07-03,122.79,139.13,119.04,123.21,371643.0,267642.0,0.2846296247488356,0.008771638411370072,0.09365702542452473,0.028067259127807113,1.0
2022-07-04,101.78,103.59,98.41,100.58,357599.0,223112.0,-0.2029367858927582,0.0009491214015469445,0.030807813968974567,0.03040091986369898,1.0
2022-07-06,119.94,121.37,118.55,120.57,376862.0,257851.0,0.18127706638540086,0.00019933329802239956,0.014118544472515556,0.030644602870016944,1.0
2022-07-07,100.14,106.35,98.5,104.65,354363.0,227822.0,-0.14160904823721054,0.0021206419805916794,0.04605042866892424,0.030610578939386693,1.0
2022-07-09,92.81,93.8,87.4,88.0,351728.0,210393.0,-0.17328463441380215,0.001801272780744049,0.04244140408544526,0.03112266452164056,1.0
2022-07-10,94.71,98.58,93.94,97.92,423722.0,230571.0,0.106814004285809,0.0008383531829521437,0.02895432926096102,0.031557467417748356,1.0
2022-07-11,97.31,99.56,96.5,97.92,406555.0,293174.0,0.0,0.00035148753675296314,0.018748000873505505,0.03174990592946977,0.0
2022-07-12,79.76,80.49,76.91,77.17,342732.0,227909.0,-0.23814003829450403,0.0007465879022950019,0.02732376076412253,0.031811122975599515,1.0
2022-08-02,92.63,92.93,89.93,90.78,404008.0,293577.0,0.16242821655880757,0.00038838062424682753,0.01970737486949562,0.03196993698104354,1.0
2022-08-03,124.56,133.15,121.31,127.98,346114.0,269665.0,0.3434350046829948,0.003127997000524396,0.05592849900117467,0.03201137145379487,1.0
2022-08-04,101.42,103.3,99.65,102.78,329147.0,231149.0,-0.219283220147231,0.0004667408557735025,0.02160418607060915,0.032047321240607905,1.0
2022-08-06,120.65,124.4,120.45,123.58,364741.0,264456.0,0.1842979380687506,0.00037552933886120536,0.019378579381915624,0.0320381863600662,1.0
2022-08-07,104.65,107.47,103.67,107.02,336296.0,234199.0,-0.14387298674967486,0.00046740622580709293,0.02161957968618014,0.032066957725188916,1.0
2022-08-08,94.51,96.82,93.01,96.65,325129.0,239451.0,-0.10191952722881936,0.000581314888315664,0.02411047258590474,0.03203769503934202,1.0
2022-08-09,87.7,89.83,87.24,89.15,329021.0,218362.0,-0.08077586134518988,0.00030870669110925566,0.01757005097059356,0.03193025705383742,0.0
2022-08-11,98.24,98.3,95.0,95.36,386387.0,296386.0,0.06733885900789005,0.0004205552944413352,0.020507444854036185,0.03185025993544044,0.0
2022-08-12,77.46,79.17,75.74,76.15,321966.0,232570.0,-0.224954123975869,0.0007075316095182142,0.026599466338974063,0.031849398392567216,1.0
2022-09-02,91.08,92.09,90.05,91.55,380475.0,297534.0,0.1841801917793493,0.00018099248006771222,0.013453344568088346,0.031916065288534905,1.0
2022-09-03,130.28,131.64,105.6,111.14,319668.0,271902.0,0.19390539673125495,0.017522142048489557,0.1323712281747418,0.031904192872644725,1.0
