Date,Return,sentiment_t_minus_1
09-08-2022,-0.00352405,0.031678
10-08-2022,0.011254055,-0.142167
11-08-2022,0.022335954,-0.276987
12-08-2022,-0.014665244,-0.042404
15-08-2022,-0.031567951,0.121422
16-08-2022,-0.029451552,-0.302111
17-08-2022,0.014087012,-0.241742
18-08-2022,0.030910787,-0.043816
19-08-2022,0.00134499,-0.018934
22-08-2022,-0.002484473,-0.009267
23-08-2022,0.038032037,-0.277416
24-08-2022,0.009928596,0.002587
25-08-2022,-0.018748056,0.002217
26-08-2022,0.016473192,0.191271
29-08-2022,0.039795624,-1.20E-05
30-08-2022,-0.056570855,-0.113349
31-08-2022,-0.028806895,-0.137098
01-09-2022,-0.043745392,-0.297913
02-09-2022,0.007120539,-0.02251
05-09-2022,0.02882166,0.108205
06-09-2022,-0.030866321,0.251534
07-09-2022,-0.053433049,-0.027461
08-09-2022,0.01298353,-0.342382
09-09-2022,0.040557237,-0.019213
12-09-2022,0.012417201,0.146896
13-09-2022,-0.008869001,0.092193
14-09-2022,0.009932265,-0.080008
15-09-2022,-0.035258329,-0.219529
16-09-2022,0.005598566,-0.096413
19-09-2022,0.007090294,0.112719
20-09-2022,-0.015113638,-0.08451
21-09-2022,-0.008755944,-0.05544
22-09-2022,0.006988769,0.051157
23-09-2022,-0.048817801,0.018869
26-09-2022,-0.024559133,-0.002687
27-09-2022,0.025951084,-0.576288
28-09-2022,0.034743514,-0.113806
29-09-2022,-0.009335876,0.044368
30-09-2022,-0.006007386,-0.046743
03-10-2022,0.010179932,0.007936
04-10-2022,0.0325502,0.436792
05-10-2022,0.016957797,0
