Date,Open,High,Low,Close,CO1 Comdty - Open Interest,SMAVG (15),,
02-03-2017,56.31,56.44,55.03,55.08,541374,279815,,-0.022973013
03-03-2017,55.18,55.95,55.09,55.9,521037,286058,,0.014777706
06-03-2017,55.8,56.25,55.32,56.01,521062,294395,,0.001965866
07-03-2017,55.95,56.65,55.56,55.92,507579,303851,,-0.001608148
08-03-2017,55.63,55.77,52.93,53.11,509918,314720,,-0.051556863
09-03-2017,53.49,53.86,51.5,52.19,477775,325653,,-0.017474329
10-03-2017,52.33,53.02,51.14,51.37,477077,338164,,-0.015836561
13-03-2017,51.49,51.7,50.85,51.35,465175,352727,,-0.000389408
14-03-2017,51.34,51.86,50.25,50.92,433915,367798,,-0.008409163
15-03-2017,51.5,52.15,51.36,51.81,417948,384363,,0.017327407
16-03-2017,52.08,52.65,51.5,51.74,396597,401834,,-0.001352004
17-03-2017,51.74,52.18,51.53,51.76,371985,419587,,0.000386473
20-03-2017,51.8,51.94,51.01,51.62,350330,439359,,-0.002708456
21-03-2017,51.7,52.22,50.73,50.96,335637,459325,,-0.012868183
22-03-2017,50.86,50.98,49.71,50.64,310363,442518,,-0.006299233
23-03-2017,50.83,51.1,50.25,50.56,272049,424563,,-0.001581028
24-03-2017,50.64,51.06,50.4,50.8,237885,405686,,0.004735605
27-03-2017,51.03,51.1,50.03,50.75,219156,385559,,-0.000984737
28-03-2017,50.77,51.87,50.77,51.33,179397,363680,,0.011363759
29-03-2017,51.43,52.48,51.36,52.42,150134,339695,,0.021012821
30-03-2017,52.39,53.1,52.03,52.96,93142,314053,,0.010248714
31-03-2017,52.83,53.45,52.35,52.83,72150,287058,,-0.0024577
03-04-2017,53.62,53.74,53.03,53.12,570208,294060,,0.005474294
04-04-2017,53.18,54.38,52.73,54.17,577763,303650,,0.019573745
05-04-2017,54.22,55.09,53.97,54.36,570776,313838,,0.00350134
06-04-2017,54.13,55,54.02,54.89,561359,324822,,0.009702593
07-04-2017,54.88,56.08,54.57,55.24,551460,336787,,0.006356146
10-04-2017,55.19,56.05,55.19,55.98,531779,348884,,0.013307156
11-04-2017,56.08,56.3,55.45,56.23,506916,360302,,0.004455938
12-04-2017,56.28,56.65,55.5,55.86,472571,371116,,-0.006601862
13-04-2017,55.66,56.06,55.56,55.89,426421,381408,,0.000536913
17-04-2017,55.55,55.98,55.29,55.36,403521,392450,,-0.009528162
18-04-2017,55.39,55.48,54.61,54.89,350038,401176,,-0.008526129
19-04-2017,54.78,55.2,52.58,52.93,321739,410665,,-0.036360897
20-04-2017,53.09,53.55,52.68,52.99,279161,419267,,0.001132931
21-04-2017,53,53.29,51.57,51.96,234927,428719,,-0.019629025
24-04-2017,52.11,52.57,51.42,51.6,197830,437098,,-0.006952519
25-04-2017,51.6,52.39,51.3,52.1,138498,408317,,0.009643276
26-04-2017,51.81,52.46,51.38,51.82,97884,376325,,-0.005388774
27-04-2017,51.57,51.76,50.45,51.44,45762,341324,,-0.007360095
28-04-2017,51.58,52.12,51.31,51.73,37166,306378,,0.005621804
01-05-2017,51.88,51.97,51.22,51.52,569644,307590,,-0.004067802
02-05-2017,51.39,52.16,50.14,50.46,582193,310951,,-0.020789139
03-05-2017,50.99,51.14,50.2,50.79,565150,314834,,0.006518542
04-05-2017,50.59,50.73,48.16,48.38,564595,320969,,-0.04861298
05-05-2017,48.45,49.63,46.64,49.1,566370,330299,,0.01477253
08-05-2017,49.27,49.92,48.48,49.34,539551,339367,,0.004876076
09-05-2017,49.44,49.72,48.39,48.73,505820,349753,,-0.012440254
10-05-2017,48.95,50.63,48.81,50.22,494318,361258,,0.030118497
11-05-2017,50.28,51.16,50.25,50.77,476452,374411,,0.010892275
12-05-2017,50.76,51.09,50.33,50.84,452016,388883,,0.001377817
15-05-2017,50.89,52.63,50.74,51.82,433264,404579,,0.019092729
16-05-2017,51.88,52.36,51.1,51.65,391465,421443,,-0.00328598
17-05-2017,51.2,52.61,51.04,52.21,366238,439334,,0.010783852
18-05-2017,52.19,52.74,51.11,52.51,326551,458053,,0.00572958
19-05-2017,52.57,53.82,52.55,53.61,280657,474286,,0.02073199
22-05-2017,53.85,54.37,53.66,53.87,249024,452911,,0.004838119
23-05-2017,53.87,54.43,53.2,54.15,210755,428148,,0.005184237
24-05-2017,54.14,54.62,53.66,53.96,184978,402804,,-0.003514942
25-05-2017,54.15,54.67,51.03,51.46,149709,375145,,-0.047438224
26-05-2017,51.38,52.3,50.71,52.15,113290,344939,,0.013319375
29-05-2017,52.24,52.61,51.86,52.29,102790,315822,,0.002680967
30-05-2017,52.25,52.35,51.19,51.84,43685,285013,,-0.008643096
31-05-2017,51.92,51.92,49.81,50.31,25761,253776,,-0.029958188
01-06-2017,51.17,51.45,50.23,50.63,550042,258682,,0.006340421
02-06-2017,50.23,50.52,48.95,49.95,536090,264287,,-0.013521781
05-06-2017,49.87,50.74,49.04,49.47,537060,271206,,-0.00965608
06-06-2017,49.57,50.3,49,50.12,547092,281581,,0.013053705
07-06-2017,49.97,50.14,47.96,48.06,529176,292444,,-0.0419699
08-06-2017,48.26,48.6,47.56,47.86,505498,304374,,-0.004170148
09-06-2017,47.79,48.56,47.4,48.15,489117,318271,,0.006041056
12-06-2017,48.06,49.15,48.01,48.29,452299,331823,,0.002903362
13-06-2017,48.32,48.82,47.87,48.72,430464,346470,,0.008865124
14-06-2017,48.18,48.69,46.74,47,387871,359996,,-0.035942022
15-06-2017,46.8,47.2,46.7,46.92,353875,373607,,-0.001703578
16-06-2017,46.82,47.61,46.81,47.37,343248,388938,,0.009545093
19-06-2017,47.21,47.76,46.77,46.91,316074,403157,,-0.009758245
20-06-2017,46.96,47.23,45.42,46.02,286637,419354,,-0.019154788
21-06-2017,45.89,46.63,44.35,44.82,265759,435353,,-0.026421616
22-06-2017,44.81,45.79,44.53,45.22,226311,413771,,0.008884998
23-06-2017,45.28,45.75,45.03,45.54,186621,390473,,0.007051594
26-06-2017,45.63,46.24,45.04,45.83,174432,366298,,0.006347838
27-06-2017,45.85,47.06,45.79,46.65,149270,339777,,0.017734029
28-06-2017,46.25,47.47,46.25,47.31,122506,312665,,0.014048762
29-06-2017,47.39,48.03,47.14,47.42,47370,282124,,0.002322391
30-06-2017,47.46,48.12,47.46,47.92,35436,251878,,0.010488873
03-07-2017,48.95,49.71,48.54,49.68,584159,260669,,0.036069484
04-07-2017,49.63,49.9,49.29,49.61,589693,271284,,-0.001410011
05-07-2017,49.67,49.84,47,47.79,576509,283860,,-0.037376014
06-07-2017,48.28,49.18,47.77,48.11,566537,298037,,0.006673643
07-07-2017,47.76,47.76,46.28,46.71,556435,312250,,-0.029531781
10-07-2017,46.84,47.38,46.11,46.88,543954,327442,,0.003632871
11-07-2017,46.99,48.21,46.29,47.52,522905,343193,,0.01355953
12-07-2017,48.21,48.79,47.35,47.74,515738,359858,,0.004618946
13-07-2017,47.7,48.53,47.18,48.42,498594,378011,,0.014143331
14-07-2017,48.37,49.11,48.15,48.91,468699,396816,,0.010068923
17-07-2017,49.14,49.26,48.31,48.42,432905,414047,,-0.010068923
18-07-2017,48.4,49.41,48.24,48.84,395481,430461,,0.008636698
19-07-2017,48.7,49.81,48.58,49.7,357565,446132,,0.017455284
20-07-2017,49.65,50.19,49.19,49.3,312710,463821,,-0.008080852
21-07-2017,49.33,49.65,47.81,48.06,261756,478909,,-0.025473851
24-07-2017,47.96,48.77,47.68,48.6,224057,454903,,0.011173301
25-07-2017,48.64,50.91,48.63,50.2,193593,428496,,0.032391496
26-07-2017,50.63,51.06,50.07,50.97,156947,400525,,0.015222198
27-07-2017,50.86,51.64,50.5,51.49,114386,370382,,0.01015039
28-07-2017,51.6,52.7,51.31,52.52,58754,337203,,0.019806435
31-07-2017,52.6,52.92,52.2,52.65,41475,303704,,0.002472189
01-08-2017,52.7,52.93,50.88,51.78,537117,304652,,-0.016662264
02-08-2017,51.38,52.43,51.18,52.36,499097,303542,,0.011138967
03-08-2017,52.24,52.89,51.77,52.01,479629,302278,,-0.006706933
04-08-2017,51.97,52.52,51.43,52.42,465687,302077,,0.00785219
07-08-2017,52.39,52.53,51.37,52.37,448347,303107,,-0.00095429
08-08-2017,52.24,52.73,51.82,52.14,443688,306321,,-0.0044015
09-08-2017,51.99,52.85,51.81,52.7,429322,311104,,0.010683047
10-08-2017,52.72,53.64,51.67,51.9,423798,318510,,-0.015296665
11-08-2017,51.94,52.28,51.3,52.1,422130,329202,,0.003846159
14-08-2017,52.02,52.38,50.55,50.73,406615,341372,,-0.026647497
15-08-2017,50.65,51.15,50.02,50.8,391784,354585,,0.001378903
16-08-2017,50.98,51.4,50.15,50.27,366090,368528,,-0.010487877
17-08-2017,50.4,51.12,50,51.03,343949,383832,,0.015005217
18-08-2017,50.89,52.96,50.78,52.72,322929,401444,,0.032581195
21-08-2017,53,53,51.3,51.66,278420,417240,,-0.020311103
22-08-2017,51.78,52.28,51.39,51.87,240163,397443,,0.004056801
23-08-2017,51.68,52.63,51.45,52.57,208656,378080,,0.013405026
24-08-2017,52.55,52.71,51.61,52.04,180392,358131,,-0.010132961
25-08-2017,52.3,52.68,51.93,52.41,154343,337375,,0.007084759
28-08-2017,52.38,52.84,51.52,51.89,129938,316148,,-0.009971319
29-08-2017,52.04,52.19,51.36,52,95481,292934,,0.002117625
30-08-2017,51.97,52.01,50.58,50.86,44919,267307,,-0.022166959
31-08-2017,50.58,52.43,50.56,52.38,32823,241242,,0.029448079
01-09-2017,52.84,52.95,52.24,52.75,537015,248901,,0.007038933
04-09-2017,52.85,52.85,51.99,52.34,523173,256672,,-0.007802875
05-09-2017,52.3,53.66,52.09,53.38,511097,264626,,0.019675247
06-09-2017,53.16,54.31,53.09,54.2,508905,274147,,0.015244764
07-09-2017,54.13,54.67,53.89,54.49,495289,284236,,0.00533629
08-09-2017,54.54,54.87,53.57,53.78,479765,294692,,-0.013115548
11-09-2017,53.82,54.14,53.04,53.84,460626,306839,,0.001115034
12-09-2017,53.77,54.44,53.42,54.27,451154,320905,,0.007954903
13-09-2017,54.18,55.21,54.03,55.16,408488,334227,,0.016266465
14-09-2017,55.02,55.99,54.93,55.47,363067,346406,,0.005604281
15-09-2017,55.29,55.85,54.86,55.62,336107,358523,,0.002700515
18-09-2017,55.59,55.95,54.82,55.48,295959,369591,,-0.002520253
19-09-2017,55.48,55.89,54.89,55.14,285985,382291,,-0.00614719
20-09-2017,55.35,56.48,55.26,56.29,269408,397257,,0.020641494
21-09-2017,56.17,56.53,55.76,56.43,236391,410829,,0.002484033
22-09-2017,56.5,56.91,56.22,56.86,214019,389296,,0.007591174
25-09-2017,56.87,59.25,56.7,59.02,185335,366773,,0.037284263
26-09-2017,59.05,59.49,57.77,58.44,132277,341518,,-0.009875783
27-09-2017,58.57,58.89,57.57,57.9,95394,313951,,-0.009283202
28-09-2017,57.7,58.65,56.85,57.41,57872,284790,,-0.00849888
29-09-2017,57.6,57.8,57.14,57.54,44316,255760,,0.002261854
02-10-2017,56.73,56.76,55.5,56.12,660801,269105,,-0.024988103
03-10-2017,56.1,56.4,55.7,56,645339,282051,,-0.002140564
04-10-2017,55.67,56.2,55.38,55.8,616188,295897,,-0.003577821
05-10-2017,55.77,57.24,55.7,57,630303,313713,,0.021277398
06-10-2017,56.99,57.28,55.13,55.62,612045,332109,,-0.024508419
09-10-2017,55.5,55.98,55.06,55.79,589444,351674,,0.003051793
10-10-2017,55.78,56.91,55.73,56.61,575608,370983,,0.014591006
11-10-2017,56.56,57.09,56.14,56.94,555120,390030,,0.005812434
12-10-2017,56.74,56.83,55.88,56.25,545548,410641,,-0.012192041
13-10-2017,56.44,57.57,56.34,57.17,541030,432441,,0.016223244
16-10-2017,57.28,58.47,57.12,57.82,507582,453924,,0.011305451
17-10-2017,57.78,58.35,57.18,57.88,472400,476599,,0.001037165
18-10-2017,58.16,58.54,57.74,58.15,434133,499182,,0.004653977
19-10-2017,58.24,58.3,57.02,57.23,358351,519214,,-0.015947643
20-10-2017,57.32,57.94,56.6,57.75,315391,537286,,0.009045113
23-10-2017,57.95,58.05,57.27,57.37,264629,510874,,-0.006601831
24-10-2017,57.41,58.57,57.04,58.33,230538,483221,,0.016595022
25-10-2017,58.44,58.74,57.85,58.44,206422,455903,,0.001884046
26-10-2017,58.42,59.55,58.05,59.3,169757,425200,,0.014608719
27-10-2017,59.37,60.65,58.82,60.44,141967,393861,,0.019041831
30-10-2017,60.66,61,60.14,60.9,76013,359633,,0.007582037
31-10-2017,60.86,61.41,60.53,61.37,66634,325701,,0.007687942
01-11-2017,61.07,61.7,60,60.49,661419,332788,,-0.014443054
02-11-2017,60.5,60.86,60.02,60.62,638854,339008,,0.00214681
03-11-2017,60.88,62.23,60.6,62.07,635198,345286,,0.023637909
06-11-2017,62.27,64.44,62.08,64.27,611022,352182,,0.034830179
07-11-2017,64.12,64.65,63.5,63.69,578023,359223,,-0.009065395
08-11-2017,63.69,64.64,62.95,63.49,544098,366554,,-0.003145151
09-11-2017,63.52,64.25,63.26,63.93,520907,377391,,0.006906322
10-11-2017,63.8,64.27,63.35,63.52,515186,390711,,-0.006433918
13-11-2017,63.68,63.77,62.61,63.16,485349,405426,,-0.005683628
14-11-2017,63.06,63.17,61.21,62.21,449454,420020,,-0.015155431
15-11-2017,61.55,62.13,61.3,61.87,430814,434980,,-0.005480349
16-11-2017,61.88,62.15,61.25,61.36,392517,449830,,-0.008277252
17-11-2017,61.41,62.92,61.08,62.72,374662,465343,,0.021922219
20-11-2017,62.8,62.8,61.44,62.22,336268,482694,,-0.008003885
21-11-2017,62.1,62.87,62.07,62.57,295204,497932,,0.005609439
22-11-2017,62.78,63.43,62.62,63.32,246541,470273,,0.011915305
23-11-2017,63.24,63.57,62.88,63.55,233155,443227,,0.003625763
24-11-2017,63.35,63.95,63.28,63.86,218043,415416,,0.00486619
27-11-2017,63.8,63.99,63.1,63.84,156869,385139,,-0.000313234
28-11-2017,63.78,63.89,63.1,63.61,118462,354502,,-0.003609262
29-11-2017,63.3,64.07,62.5,63.11,66961,322693,,-0.007891455
30-11-2017,63.28,64.21,63.21,63.57,49904,291293,,0.007262425
01-12-2017,62.74,64.32,62.59,63.73,629824,298935,,0.002513748
04-12-2017,63.5,63.68,62.31,62.45,589810,305899,,-0.020289173
05-12-2017,62.45,63.15,62.12,62.86,577330,314424,,0.006543795
06-12-2017,62.64,62.93,61.13,61.22,540993,321770,,-0.026436098
07-12-2017,61.3,62.26,61.15,62.2,515543,329971,,0.015881066
08-12-2017,62.08,63.64,62.01,63.4,508521,338895,,0.019108862
11-12-2017,63.29,64.93,62.99,64.69,455375,346836,,0.020142769
12-12-2017,64.66,65.83,63.07,63.34,385663,352866,,-0.021089589
13-12-2017,63.8,64.32,62.36,62.44,361300,360517,,-0.014310945
14-12-2017,62.81,63.5,62.01,63.31,336444,367403,,0.013837199
15-12-2017,63.39,63.68,63.08,63.23,307124,373342,,-0.001264422
18-12-2017,63.36,63.91,63,63.41,260457,380247,,0.002842706
19-12-2017,63.41,63.91,63.3,63.8,215903,386743,,0.006131613
20-12-2017,63.83,64.6,63.67,64.56,190588,394985,,0.011841834
21-12-2017,64.49,64.93,64.2,64.9,148812,401579,,0.0052526
22-12-2017,64.63,65.28,64.38,65.25,131240,368340,,0.005378422
26-12-2017,65.2,67.1,65,67.02,104652,335996,,0.026765036
27-12-2017,66.76,66.94,66.03,66.44,59143,301451,,-0.008691798
28-12-2017,66.43,66.85,66.23,66.72,42967,268249,,0.004205473
29-12-2017,66.15,66.98,66.15,66.87,652480,277378,,0.002245678
02-01-2018,66.55,67.29,66.24,66.57,631709,285590,,-0.00449641
03-01-2018,66.54,68.03,66.4,67.84,619637,296541,,0.018897966
04-01-2018,67.89,68.27,67.62,68.07,600783,310883,,0.003384596
05-01-2018,67.97,68.11,67.26,67.62,599424,326758,,-0.00663279
08-01-2018,67.8,67.99,67.44,67.78,570832,342383,,0.002363369
09-01-2018,68,69.29,67.7,68.82,537151,357719,,0.015227234
10-01-2018,69.12,69.37,68.75,69.2,503711,373935,,0.005506462
11-01-2018,69.15,70.05,69,69.26,465090,390548,,0.000866676
12-01-2018,69.15,69.93,68.59,69.87,442782,407361,,0.008768834
15-01-2018,69.88,70.37,69.55,70.26,440381,426799,,0.005566274
16-01-2018,70.05,70.13,68.83,69.15,419658,446027,,-0.015924589
17-01-2018,69.35,69.59,68.55,69.38,402155,465860,,0.003320583
18-01-2018,69.53,69.63,68.8,69.31,379968,487249,,-0.001009446
19-01-2018,69.01,69.08,68.28,68.61,354058,507988,,-0.010150899
22-01-2018,68.8,69.51,68.39,69.03,328212,486370,,0.006102896
23-01-2018,69.17,70.24,69.12,69.96,297885,464115,,0.013382457
24-01-2018,69.97,70.94,69.54,70.53,256528,439908,,0.008114501
25-01-2018,70.95,71.28,69.97,70.42,225590,414895,,-0.001560837
26-01-2018,70.07,70.83,70.05,70.52,181840,387056,,0.001419044
29-01-2018,70.47,70.64,69.07,69.46,141779,358453,,-0.01514531
30-01-2018,69.3,69.39,68.4,69.02,87147,328452,,-0.00635473
31-01-2018,68.43,69.15,68.33,69.05,78477,300103,,0.000434562
01-02-2018,69,69.97,68.81,69.65,619898,310424,,0.00865182
02-02-2018,70,70.02,67.96,68.58,598047,320775,,-0.015481753
05-02-2018,68.15,68.46,66.9,67.62,560630,328791,,-0.01409715
06-02-2018,67.02,67.6,66.53,66.86,544513,337115,,-0.011302916
07-02-2018,67.2,67.72,65.16,65.51,488637,342881,,-0.020398078
08-02-2018,65.28,65.6,64.1,64.81,457424,348044,,-0.01074289
09-02-2018,64.44,64.64,61.77,62.79,415345,352130,,-0.031664087
12-02-2018,62.5,64.4,62.5,62.59,383168,355794,,-0.003190304
13-02-2018,62.85,63.1,61.76,62.72,353897,359528,,0.002074855
14-02-2018,62.84,64.58,61.95,64.36,307693,362939,,0.025811946
15-02-2018,64.44,65.15,63.12,64.33,283166,366777,,-0.000466237
16-02-2018,64.66,65.22,64.19,64.84,264457,372285,,0.007896611
19-02-2018,64.96,65.9,64.84,65.67,256595,379940,,0.012719503
20-02-2018,65.64,65.81,64.78,65.25,219385,388755,,-0.006416154
21-02-2018,65.05,65.53,64.4,65.42,201691,396970,,0.002601976
22-02-2018,64.91,66.56,64.62,66.39,178125,367518,,0.014718421
23-02-2018,66.3,67.37,65.79,67.31,139887,336974,,0.013762371
26-02-2018,67.29,67.9,66.72,67.5,102895,306459,,0.002818784
27-02-2018,67.57,67.61,66.32,66.63,67082,274630,,-0.012972671
28-02-2018,66.41,66.87,65.43,65.78,58645,245964,,-0.012839086
01-03-2018,64.57,65.04,63.19,63.83,529687,250781,,-0.030092541
02-03-2018,64.07,64.64,63.2,64.37,508221,256973,,0.008424387
05-03-2018,64.65,65.88,64.1,65.54,509505,265395,,0.018012957
06-03-2018,65.74,66.16,65.3,65.79,498677,275047,,0.003807208
07-03-2018,65.23,65.8,63.83,64.34,480678,286580,,-0.022286329
08-03-2018,64.51,64.56,63.43,63.61,433554,296606,,-0.011410831
09-03-2018,63.93,65.63,63.69,65.49,402202,305789,,0.029126769
12-03-2018,65.5,65.86,64.18,64.95,380827,314071,,-0.008279716
13-03-2018,64.92,65.68,64.05,64.64,346387,322538,,-0.004784329
14-03-2018,64.73,65.21,64.06,64.89,346873,332216,,0.003860114
15-03-2018,64.9,65.38,64.61,65.12,328408,342235,,0.003538193
16-03-2018,65.07,66.42,64.88,66.21,309956,353573,,0.016599787
19-03-2018,66.01,66.39,65.39,66.05,288955,365977,,-0.002419478
20-03-2018,66.15,67.88,66.15,67.42,281904,380299,,0.020529679
21-03-2018,67.61,69.86,67.48,69.47,233396,391949,,0.029953295
22-03-2018,69.63,69.7,68.58,68.91,199526,369938,,-0.008093699
23-03-2018,69.11,70.57,68.87,70.45,176855,347847,,0.022101933
26-03-2018,70.43,71.05,69.67,70.12,139161,323157,,-0.004695178
27-03-2018,70.13,71.03,69.45,70.11,115692,297625,,-0.000142623
28-03-2018,69.72,70.25,68.78,69.53,59443,269543,,-0.008307123
29-03-2018,69.86,70.44,69.1,70.27,,,,0.010586651
02-04-2018,69.32,70.04,67.49,67.64,614545,281609,,-0.038145441
03-04-2018,67.63,68.46,67.62,68.12,611532,295564,,0.007071332
04-04-2018,68.15,68.28,66.69,68.02,615391,311202,,-0.001469076
05-04-2018,68.36,68.93,67.73,68.33,606587,328548,,0.004547129
06-04-2018,68.09,68.62,66.86,67.11,593835,345012,,-0.018015845
09-04-2018,67.1,68.8,67,68.65,565866,360843,,0.022688068
10-04-2018,68.46,71.34,68.46,71.04,538820,376101,,0.034221966
11-04-2018,71.03,73.09,70.57,72.06,485704,389217,,0.014256007
12-04-2018,72.09,72.49,71.1,72.02,472984,401956,,-0.000555247
13-04-2018,71.94,72.88,71.56,72.58,455326,416751,,0.007745544
16-04-2018,72.7,72.85,71.11,71.42,434424,432411,,-0.01611146
17-04-2018,71.65,71.89,70.83,71.58,405956,447684,,0.002237763
18-04-2018,71.72,73.93,71.66,73.48,389326,464362,,0.026197555
19-04-2018,73.72,74.75,73.46,73.78,354436,480278,,0.004074432
20-04-2018,73.94,74.2,72.83,74.06,302204,496462,,0.003787883
23-04-2018,73.77,75.1,73.13,74.71,275429,473855,,0.008738377
24-04-2018,75.09,75.47,73.68,73.86,246325,449508,,-0.011442543
25-04-2018,74,74.19,73.17,74,180206,420495,,0.001893684
26-04-2018,74.23,74.97,74.11,74.74,154504,390356,,0.009950331
27-04-2018,74.72,75.03,74.35,74.64,76777,355886,,-0.001338868
30-04-2018,74.62,75.41,73.47,75.17,67181,322640,,0.007075659
01-05-2018,74.65,74.98,72.74,73.13,616068,327790,,-0.027513536
02-05-2018,73.28,73.63,72.38,73.36,601840,335532,,0.003140149
03-05-2018,73.07,74.09,72.47,73.62,590654,343377,,0.0035379
04-05-2018,73.74,75.08,73.24,74.87,577053,351492,,0.016836548
07-05-2018,75,76.34,74.83,76.17,558160,359741,,0.017214408
08-05-2018,75.6,76.18,73.1,74.85,513197,366891,,-0.017481574
09-05-2018,76.19,77.43,76.08,77.21,494274,373887,,0.031042871
10-05-2018,77.44,78,76.51,77.47,465255,381275,,0.003361782
11-05-2018,77.55,77.6,76.95,77.12,452840,391318,,-0.004528114
14-05-2018,77.05,78.53,76.55,78.23,447969,402820,,0.014290555
15-05-2018,78.42,79.47,77.9,78.43,437267,415550,,0.002553302
16-05-2018,78.1,79.35,77.61,79.28,429485,432168,,0.010779383
17-05-2018,79.26,80.5,79.12,79.3,398220,448416,,0.000252239
18-05-2018,79.46,79.87,78.33,78.51,369354,467921,,-0.010012123
21-05-2018,78.61,79.59,78.1,79.22,350457,486806,,0.009002787
22-05-2018,79.36,80.49,79.16,79.57,295788,465454,,0.004408345
23-05-2018,79.47,79.85,78.21,79.8,256734,442447,,0.002886367
24-05-2018,79.65,79.78,78.57,78.79,224691,418050,,-0.012737419
25-05-2018,78.82,78.88,76.01,76.44,170718,390961,,-0.030279966
28-05-2018,76.11,76.17,74.49,75.3,159585,364389,,-0.015025985
29-05-2018,75.82,76.2,74.54,75.39,137458,339340,,0.001194505
30-05-2018,75.37,77.73,74.81,77.5,78500,311621,,0.027603296
31-05-2018,77.37,78.75,77.04,77.59,68756,285188,,0.001160617
01-06-2018,77.71,77.95,76.35,76.79,540818,291053,,-0.01036413
04-06-2018,76.66,76.95,75.2,75.29,531339,296611,,-0.019727099
05-06-2018,75.4,75.74,73.81,75.38,522606,302301,,0.001194664
06-06-2018,75.19,76.25,74.46,75.36,499722,306983,,-0.000265358
07-06-2018,75.88,77.45,75.44,77.32,480755,312485,,0.025676024
08-06-2018,77.39,77.61,76.12,76.46,466566,318966,,-0.011184926
11-06-2018,76.3,76.84,75.52,76.46,460407,326296,,0
12-06-2018,76.5,77.07,75.43,75.88,448589,336483,,-0.007614583
13-06-2018,75.4,76.87,75.26,76.74,433097,348240,,0.01126994
14-06-2018,76.56,76.92,75.76,75.94,397310,359748,,-0.01047953
15-06-2018,75.98,76.06,73,73.44,371688,373146,,-0.033474808
18-06-2018,73.06,75.49,72.45,75.34,346941,385637,,0.025542456
19-06-2018,75.24,75.55,74.45,75.08,326552,398243,,-0.003456991
20-06-2018,75.2,75.86,74.1,74.74,303988,413276,,-0.004538788
21-06-2018,74.46,74.69,72.93,73.05,269872,426683,,-0.022871286
22-06-2018,73.24,75.83,73.24,75.55,206107,404369,,0.033650551
25-06-2018,74.8,75.13,73.74,74.73,181214,381028,,-0.010913071
26-06-2018,74.74,76.72,74.13,76.31,138025,355389,,0.020922373
27-06-2018,76.54,78.16,76.28,77.62,123125,330282,,0.017021135
28-06-2018,77.5,78.42,77.09,77.85,67474,302730,,0.002958772
29-06-2018,77.79,79.7,77.45,79.44,58550,275529,,0.020218121
02-07-2018,78.55,78.95,77.16,77.3,522300,279655,,-0.027308064
03-07-2018,77.4,78.55,76.67,77.76,504212,283364,,0.005933205
04-07-2018,77.89,78.28,77.61,78.24,501424,287919,,0.006153866
05-07-2018,78.14,78.5,77.3,77.39,495848,294488,,-0.010923452
06-07-2018,77.57,77.68,76.36,77.11,474306,301329,,-0.003624599
09-07-2018,77.21,78.31,77.04,78.07,458063,308737,,0.012372886
10-07-2018,78.25,79.51,78.15,78.86,448633,316876,,0.010068268
11-07-2018,78.78,78.83,73.04,73.4,421191,324690,,-0.071750193
12-07-2018,74.17,75.1,72.67,74.45,387288,332517,,0.014203824
13-07-2018,74.34,75.93,73.22,75.33,360024,342778,,0.011750703
16-07-2018,74.92,75.37,71.52,71.84,342177,353509,,-0.047437038
17-07-2018,72.01,72.78,71.35,72.16,321718,365756,,0.004444452
18-07-2018,71.74,73.28,71.19,72.9,305344,377903,,0.010202763
19-07-2018,73.06,73.79,71.83,72.58,295191,393085,,-0.004399237
20-07-2018,72.65,73.47,72.26,73.07,268621,407089,,0.006728484
23-07-2018,73.22,74.5,72.52,73.06,206897,386062,,-0.000136864
24-07-2018,72.91,74,72.68,73.44,178897,364375,,0.005187725
25-07-2018,73.7,74.6,73.07,73.93,171096,342353,,0.006649953
26-07-2018,74.37,74.83,73.77,74.54,129351,317920,,0.008217194
27-07-2018,74.5,74.85,73.83,74.29,101814,293087,,-0.003359541
30-07-2018,74.31,75.27,74.14,74.97,62975,266748,,0.00911168
31-07-2018,74.93,75.1,74.14,74.25,50046,240175,,-0.009650256
01-08-2018,74.07,74.12,72.13,72.39,452386,242255,,-0.025369609
02-08-2018,72.42,73.75,71.84,73.45,435142,245445,,0.014536734
03-08-2018,73.37,73.73,72.48,73.21,419656,249421,,-0.003272879
06-08-2018,73.21,74.47,73.08,73.75,418054,254479,,0.007348972
07-08-2018,73.61,74.9,73.57,74.65,406210,260112,,0.012129529
08-08-2018,74.64,74.87,71.65,72.28,399036,266358,,-0.032263058
09-08-2018,72.16,72.89,71.86,72.07,380452,272042,,-0.002909597
10-08-2018,71.97,73.14,71.4,72.81,360464,278165,,0.010215439
13-08-2018,73,73.09,71.04,72.61,349123,287647,,-0.002750655
14-08-2018,72.82,73.93,72.16,72.46,328650,297630,,-0.002067968
15-08-2018,72.22,72.44,70.3,70.76,321634,307666,,-0.023740816
16-08-2018,70.65,71.52,70.4,71.43,298026,318911,,0.00942408
17-08-2018,71.35,72.49,71.25,71.83,284459,331088,,0.005584267
20-08-2018,71.77,72.75,71.42,72.21,262527,344391,,0.005276324
21-08-2018,72.15,72.95,72.05,72.63,244143,357331,,0.005799519
22-08-2018,72.76,75,72.7,74.78,228569,342410,,0.02917241
23-08-2018,74.72,74.87,74.21,74.73,193352,326290,,-0.000668852
24-08-2018,74.73,76.42,74.68,75.82,159502,308947,,0.014480492
27-08-2018,75.54,76.34,75.39,76.21,147113,290884,,0.005130578
28-08-2018,76.34,76.97,75.73,75.95,125670,272181,,-0.003417459
