Date,Open,High,Low,Close,CO1 Comdty - Open Interest,SMAVG (15),,
25-02-2020,56.46,56.98,54.62,54.95,143792,284881,,-0.024270854
26-02-2020,55.13,55.45,53.03,53.43,105836,263283,,-0.028051295
27-02-2020,53.18,53.25,50.97,52.18,68422,240572,,-0.023673106
28-02-2020,51.42,51.52,50.05,50.52,58844,218831,,-0.032329982
02-03-2020,48.95,53.2,48.4,51.9,494581,227039,,0.026949493
03-03-2020,53.47,53.9,51.22,51.86,474469,235968,,-0.00077101
04-03-2020,52.11,53.03,51.04,51.13,457747,246162,,-0.014176371
05-03-2020,51.66,52.04,49.7,49.99,461330,257640,,-0.022548424
06-03-2020,50.25,50.45,45.18,45.27,455065,269518,,-0.099178424
09-03-2020,38.28,38.34,31.02,34.36,412503,279306,,-0.275751464
10-03-2020,35.84,38.22,35,37.22,374646,287840,,0.079953154
11-03-2020,37.27,39.7,35.35,35.79,335241,293970,,-0.039177726
12-03-2020,35.99,36.46,32.5,33.22,307942,300695,,-0.074516421
13-03-2020,32.85,36.15,32.5,33.85,290120,307632,,0.018786895
16-03-2020,35.82,35.84,29.45,30.05,280356,314726,,-0.119076338
17-03-2020,30.14,31.25,28.5,28.73,263225,322688,,-0.044920788
18-03-2020,28.4,29.21,24.52,24.88,242476,331798,,-0.143877605
19-03-2020,27.19,29.42,24.96,28.47,225293,342256,,0.134786633
20-03-2020,28.1,30.94,26.81,26.98,214457,352630,,-0.053755051
23-03-2020,26.75,27.54,24.68,27.03,189125,332266,,0.00185151
24-03-2020,27.72,28.65,26.69,27.15,162218,311450,,0.004429686
25-03-2020,27.8,28.29,25.68,27.39,149118,290874,,0.008800937
26-03-2020,27.35,27.75,26.03,26.34,104072,267057,,-0.039089287
27-03-2020,26.68,27,24.13,24.93,88225,242601,,-0.055016799
30-03-2020,23.85,24.44,21.65,22.76,47614,218275,,-0.091067288
31-03-2020,23,23.87,22.59,22.74,45099,196305,,-0.000879121
01-04-2020,25.99,26.28,24.52,24.74,537045,209759,,0.084295879
02-04-2020,25.61,36.29,25.45,29.94,537959,225093,,0.190774012
03-04-2020,29.89,35,28.25,34.11,505708,239466,,0.130395217
06-04-2020,31.76,34.24,30.03,33.05,485269,253127,,-0.03156903
07-04-2020,33.66,34.18,31.74,31.87,462886,266438,,-0.036356438
08-04-2020,32.63,33.87,31.54,32.84,440360,279630,,0.029982156
09-04-2020,33.82,36.4,31.18,31.48,439662,293921,,-0.042294861
13-04-2020,33.99,33.99,30.63,31.74,424592,307930,,0.008225292
14-04-2020,32.25,32.32,29.38,29.6,408592,322561,,-0.069803354
15-04-2020,30.26,30.33,27.16,27.69,403715,338661,,-0.066703024
16-04-2020,28.05,29,27.2,27.82,377626,353895,,0.004683849
17-04-2020,28.66,28.93,27.58,28.08,350890,370349,,0.009302393
20-04-2020,28.05,28.25,25.37,25.57,326749,386251,,-0.09363779
21-04-2020,26.33,26.5,17.51,19.33,275799,401463,,-0.279761496
22-04-2020,20.23,22.45,15.98,20.37,253347,415347,,0.052404937
23-04-2020,20.89,23.22,20.07,21.33,234787,395196,,0.046051302
24-04-2020,21.93,22.7,20.5,21.44,226925,374460,,0.005143804
27-04-2020,21.55,21.91,19.11,19.99,142359,350237,,-0.070026188
28-04-2020,19.9,21.29,18.73,20.46,125044,326222,,0.023239612
29-04-2020,20.66,23.88,20.53,22.54,86009,301097,,0.096819748
30-04-2020,22.87,25.76,22.87,25.27,74363,276697,,0.114326413
01-05-2020,26.95,27.88,25.76,26.44,438210,276600,,0.045260094
04-05-2020,26.1,28.08,25.5,27.2,431809,277082,,0.028338958
05-05-2020,28.1,32.06,27.77,30.97,426270,278260,,0.129802021
06-05-2020,32.27,32.27,28.66,29.72,416652,279123,,-0.041198774
07-05-2020,29.64,31.84,29.08,29.46,383622,279522,,-0.008786809
08-05-2020,29.6,31.14,29.43,30.97,369578,280768,,0.049985583
11-05-2020,30.7,31.47,29.35,29.63,355738,282701,,-0.044231632
12-05-2020,30.07,30.7,29.35,29.98,342441,287144,,0.011743131
13-05-2020,29.35,30.55,28.86,29.19,328633,292163,,-0.026704308
14-05-2020,29.52,31.55,28.88,31.13,318342,297733,,0.0643458
15-05-2020,31.52,32.91,30.94,32.5,300217,302619,,0.043068105
18-05-2020,32.78,35.72,32.69,34.81,289969,312460,,0.068664612
19-05-2020,35.66,35.76,34.2,34.65,275727,322505,,-0.004606976
20-05-2020,34.45,36.46,34.38,35.75,254918,333766,,0.031252544
21-05-2020,35.82,36.98,35.75,36.06,224086,343747,,0.008633949
22-05-2020,36.18,36.23,33.54,35.13,190712,327248,,-0.026128751
25-05-2020,34.98,35.97,34.46,35.53,183870,310718,,0.011321944
26-05-2020,35.66,36.68,35.26,36.17,130559,291004,,0.017852636
27-05-2020,35.93,36.16,33.98,34.74,98814,269815,,-0.040338285
28-05-2020,33.92,35.95,33.62,35.29,52913,247768,,0.015707877
29-05-2020,35.15,35.37,34.06,35.33,47113,226270,,0.001132824
01-06-2020,37.56,38.68,37.18,38.32,413696,230134,,0.081239492
02-06-2020,38.34,39.75,38.26,39.57,408305,234525,,0.032099302
03-06-2020,39.75,40.53,38.76,39.79,401293,239369,,0.005544369
04-06-2020,39.6,40.1,39.04,39.99,395826,244535,,0.005013798
05-06-2020,39.84,42.48,39.72,42.3,379803,249840,,0.056157663
08-06-2020,42.4,43.41,40.68,40.8,360679,254554,,-0.036105005
09-06-2020,41.1,41.45,39.85,41.18,345216,259187,,0.00927062
10-06-2020,40.72,41.99,40.14,41.73,337489,264692,,0.013267593
11-06-2020,40.95,41.01,37.82,38.55,322626,271261,,-0.079264195
12-06-2020,37.88,39.45,37.01,38.73,311538,279316,,0.004658394
15-06-2020,38.8,39.9,37.24,39.72,287376,286216,,0.025240346
16-06-2020,39.94,41.65,38.95,40.96,266813,295300,,0.030741142
17-06-2020,40.61,41.46,40.03,40.71,258755,305963,,-0.006122218
18-06-2020,40.43,41.64,40.06,41.51,244392,318728,,0.0194606
19-06-2020,41.72,42.92,41.03,42.19,229292,330873,,0.016248864
22-06-2020,41.74,43.18,41.58,43.08,207501,317127,,0.020875626
23-06-2020,43.21,43.93,42.21,42.63,192266,302724,,-0.010500622
24-06-2020,42.45,42.89,39.63,40.31,174559,287609,,-0.055958654
