model,task,scenario,fold_idx,train_rows,val_rows,block_rows,block_start,block_end,used_gpu,best_iteration,best_score,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
xgboost,jump,imputed_locf5__market_plus_top3_channels,1,408,102,63,2024-04-12,2025-08-06,True,4,0.7730897157657958,0.7142857142857143,0.775,0.775,0.775,0.6349206349206349,0.6349206349206349,0.6864130434782608,0.7461126012253383
xgboost,jump,imputed_locf5__market_plus_top3_channels,2,458,115,40,2025-08-07,2025-12-12,True,2,0.7437192138325939,0.8,0.0,0.0,0.0,0.1,0.1,0.4444444444444444,0.1
