model,task,scenario,fold_idx,train_rows,val_rows,block_rows,block_start,block_end,used_gpu,best_iteration,best_score,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
xgboost,jump,raw_decay__single__demand_and_macro_economy,1,408,102,63,2024-04-12,2025-08-06,True,182,0.785126164307375,0.6507936507936508,0.78125,0.625,0.6944444444444444,0.6349206349206349,0.5079365079365079,0.7184782608695652,0.7672416239852057
xgboost,jump,raw_decay__single__demand_and_macro_economy,2,458,115,40,2025-08-07,2025-12-12,True,109,0.7291409969552279,0.9,0.0,0.0,0.0,0.1,0.0,0.39583333333333337,0.10973652783997612
