model,task,scenario,fold_idx,train_rows,val_rows,block_rows,block_start,block_end,used_gpu,best_iteration,best_score,Accuracy,Precision,Recall,F1,PositiveRate,PredictedPositiveRate,ROC_AUC,PR_AUC
xgboost,jump,imputed_locf5__single__transport_logistics_and_chokepoints,1,408,102,63,2024-04-12,2025-08-06,True,236,0.7568953264295943,0.6190476190476191,0.75,0.6,0.6666666666666666,0.6349206349206349,0.5079365079365079,0.6967391304347826,0.7448731811466884
xgboost,jump,imputed_locf5__single__transport_logistics_and_chokepoints,2,458,115,40,2025-08-07,2025-12-12,True,91,0.735274421036169,0.875,0.0,0.0,0.0,0.1,0.025,0.46874999999999994,0.10993124522536288
